Player,Season,PP_TOI,PP_G,PP_A1,PP_A2,PP_A,PP_P,PP_P1,PP_G60,PP_A160,PP_A260,PP_A60,PP_P60,PP_P160,PP_iCF,PP_iCF60,PP_iCSh%,PP_iFF,PP_iFF60,PP_iFSh%,PP_iSF,PP_iSF60,PP_iSh%,PP_ixG,PP_ixG60,PP_ixFSh%,PP_iSCF,PP_iSCF60,PP_iHF,PP_iHA,PP_iGVA,PP_iTKA,PP_iBLK,PP_iFOW,PP_iFOL,PP_iFO%,PP_iPENT,PP_iPEND,PP_iPENDIFF,PP_iRB,PP_iRS,PP_Avg.DIST
RYAN.SPOONER,20142015,76.61,2,1,1,2,4,3,1.57,0.78,0.78,1.57,3.13,2.35,37,28.98,5.41,26,20.36,7.69,21,16.45,9.52,1.67,1.31,6.42,5,3.92,3,1,5,0,0,3,2,60,1,0,-1,0,1,31.92
RYAN.SPOONER,20152016,208.23,4,9,2,11,15,13,1.15,2.59,0.58,3.17,4.32,3.75,80,23.05,5,59,17,6.78,40,11.53,10,4.31,1.24,7.31,11,3.17,1,8,7,1,2,6,8,42.86,0,2,2,4,2,33.76
RYAN.STROME,20132014,79.69,3,1,1,2,5,4,2.26,0.75,0.75,1.51,3.76,3.01,17,12.8,17.65,14,10.54,21.43,11,8.28,27.27,1.45,1.09,10.37,7,5.27,0,2,3,1,0,19,12,61.29,0,0,0,0,0,28.5
RYAN.STROME,20142015,162.52,1,2,1,3,4,3,0.37,0.74,0.37,1.11,1.48,1.11,39,14.4,2.56,26,9.6,3.85,22,8.12,4.55,3.18,1.17,12.22,14,5.17,0,6,7,0,0,23,14,62.16,5,0,-5,1,2,25.6
RYAN.STROME,20152016,113.81,1,1,2,3,4,2,0.53,0.53,1.05,1.58,2.11,1.05,22,11.6,4.55,14,7.38,7.14,12,6.33,8.33,1.16,0.61,8.26,4,2.11,1,2,3,2,0,6,12,33.33,1,0,-1,1,0,29.34
RYAN.SUTER,20112012,272.69,2,11,6,17,19,13,0.44,2.42,1.32,3.74,4.18,2.86,61,13.42,3.28,47,10.34,4.26,35,7.7,5.71,2.97,0.65,6.32,5,1.1,6,3,10,3,1,0,0,0,0,0,0,1,1,38.11
RYAN.SUTER,20122013,281.8066667,5.125,5.125,10.25,15.375,20.5,10.25,1.09,1.09,2.18,3.27,4.36,2.18,99.08333333,21.1,5.17,63.20833333,13.46,8.11,44.41666667,9.46,11.54,2.955416667,0.63,4.66,6.833333333,1.45,0,0,3.416666667,1.708333333,1.708333333,0,0,0,1.708333333,1.708333333,0,0,1.708333333,44.69
RYAN.SUTER,20132014,295.86,2,7,6,13,15,9,0.41,1.42,1.22,2.64,3.04,1.83,88,17.85,2.27,51,10.34,3.92,35,7.1,5.71,2.41,0.49,4.73,5,1.01,2,3,10,1,7,1,0,100,2,0,-2,0,3,45.88
RYAN.SUTER,20142015,288.69,1,5,5,10,11,6,0.21,1.04,1.04,2.08,2.29,1.25,97,20.16,1.03,57,11.85,1.75,40,8.31,2.5,2.08,0.43,3.64,0,0,4,0,4,4,3,0,0,0,0,0,0,0,2,51.05
RYAN.SUTER,20152016,291.33,2,7,9,16,18,9,0.41,1.44,1.85,3.3,3.71,1.85,100,20.6,2,55,11.33,3.64,39,8.03,5.13,1.94,0.4,3.53,2,0.41,6,1,3,2,5,0,0,0,1,0,-1,0,0,52.63
RYAN.WHITE,20152016,82.1,3,0,0,0,3,3,2.19,0,0,0,2.19,2.19,9,6.58,33.33,8,5.85,37.5,7,5.12,42.86,1.57,1.15,19.62,7,5.12,10,6,1,0,0,11,6,64.71,4,0,-4,3,0,18.29
RYAN.WHITNEY,20112012,112.12,2,3,5,8,10,5,1.07,1.61,2.68,4.28,5.35,2.68,32,17.12,6.25,20,10.7,10,13,6.96,15.38,1.13,0.61,5.67,1,0.54,0,0,0,1,3,0,0,0,2,0,-2,0,1,45.96
RYAN.WHITNEY,20122013,140.7325,0,1.708333333,8.541666667,10.25,10.25,1.708333333,0,0.73,3.64,4.37,4.37,0.73,23.91666667,10.2,0,10.25,4.37,0,8.541666667,3.64,0,0.5125,0.22,4.95,0,0,1.708333333,0,1.708333333,0,10.25,0,0,0,0,0,0,0,0,49.64
RYAN.WILSON,20112012,42.88,0,2,1,3,3,2,0,2.8,1.4,4.2,4.2,2.8,9,12.59,0,3,4.2,0,3,4.2,0,0.12,0.17,3.97,0,0,1,1,1,1,0,0,0,0,3,0,-3,0,0,48.53
SAKU.KOIVU,20112012,153.56,0,2,2,4,4,2,0,0.78,0.78,1.56,1.56,0.78,31,12.11,0,22,8.6,0,19,7.42,0,3.33,1.3,15.15,17,6.64,1,7,6,1,0,68,55,55.28,3,0,-3,3,0,18.44
SAKU.KOIVU,20122013,134.3091667,5.125,5.125,1.708333333,6.833333333,11.95833333,10.25,2.29,2.29,0.76,3.05,5.34,4.58,27.33333333,12.21,18.75,25.625,11.45,20,20.5,9.16,25,4.168333333,1.87,16.3,22.20833333,9.92,5.125,5.125,3.416666667,0,0,52.95833333,54.66666667,49.21,1.708333333,0,-1.708333333,1.708333333,0,12.1
SAKU.KOIVU,20132014,52.01,0,0,0,0,0,0,0,0,0,0,0,0,5,5.77,0,4,4.61,0,0,0,0,0.22,0.25,5.42,0,0,2,0,3,1,0,22,14,61.11,0,0,0,0,0,26.88
SAM.BENNETT,20152016,152.75,3,3,2,5,8,6,1.18,1.18,0.79,1.96,3.14,2.36,33,12.96,9.09,26,10.21,11.54,23,9.03,13.04,3.97,1.56,15.26,15,5.89,5,10,3,1,1,8,9,47.06,1,2,1,3,2,15.7
SAM.GAGNER,20112012,184.19,5,5,1,6,11,10,1.63,1.63,0.33,1.95,3.58,3.26,54,17.59,9.26,44,14.33,11.36,28,9.12,17.86,5.44,1.77,12.37,21,6.84,1,5,8,1,0,37,45,45.12,4,0,-4,6,1,23.73
SAM.GAGNER,20122013,217.1975,5.125,10.25,5.125,15.375,20.5,15.375,1.42,2.83,1.42,4.25,5.66,4.25,59.79166667,16.52,8.57,49.54166667,13.69,10.34,42.70833333,11.8,12,4.117083333,1.14,8.33,17.08333333,4.72,1.708333333,15.375,8.541666667,1.708333333,0,88.83333333,75.16666667,54.17,3.416666667,0,-3.416666667,0,0,31.69
SAM.GAGNER,20132014,169.81,1,4,1,5,6,5,0.35,1.41,0.35,1.77,2.12,1.77,41,14.49,2.44,34,12.01,2.94,20,7.07,5,2.72,0.96,8.01,11,3.89,1,7,10,1,1,67,55,54.92,0,0,0,0,2,27.63
SAM.GAGNER,20142015,178.28,4,4,1,5,9,8,1.35,1.35,0.34,1.68,3.03,2.69,51,17.16,7.84,44,14.81,9.09,30,10.1,13.33,3.72,1.25,8.45,17,5.72,3,5,3,0,0,57,46,55.34,1,0,-1,2,0,27.97
SAM.GAGNER,20152016,110.27,2,1,0,1,3,3,1.09,0.54,0,0.54,1.63,1.63,25,13.6,8,20,10.88,10,15,8.16,13.33,1.62,0.88,8.1,6,3.26,0,9,1,1,1,5,8,38.46,2,1,-1,1,0,28.1
SAMI.SALO,20112012,166.01,4,4,0,4,8,8,1.45,1.45,0,1.45,2.89,2.89,95,34.34,4.21,64,23.13,6.25,43,15.54,9.3,3.19,1.15,4.99,5,1.81,1,1,2,0,2,0,0,0,0,1,1,3,2,45.03
SAMI.SALO,20122013,187.8654167,0,1.708333333,8.541666667,10.25,10.25,1.708333333,0,0.55,2.73,3.27,3.27,0.55,39.29166667,12.55,0,22.20833333,7.09,0,15.375,4.91,0,0.939583333,0.3,4.26,0,0,5.125,0,3.416666667,0,11.95833333,0,0,0,1.708333333,0,-1.708333333,0,0,53.33
SAMI.SALO,20132014,142.34,0,4,2,6,6,4,0,1.69,0.84,2.53,2.53,1.69,42,17.7,0,24,10.12,0,16,6.74,0,1.3,0.55,5.43,2,0.84,0,0,5,1,2,0,0,0,1,0,-1,0,2,43.4
SAMI.VATANEN,20132014,114.02,1,3,2,5,6,4,0.53,1.58,1.05,2.63,3.16,2.1,45,23.68,2.22,26,13.68,3.85,16,8.42,6.25,1.61,0.85,6.19,3,1.58,2,1,2,2,4,0,0,0,3,1,-2,2,0,38.33
SAMI.VATANEN,20142015,196.36,7,2,8,10,17,9,2.14,0.61,2.44,3.06,5.19,2.75,89,27.19,7.87,64,19.56,10.94,46,14.06,15.22,3.62,1.11,5.65,5,1.53,1,6,8,6,1,1,1,50,1,1,0,2,0,38.33
SAMI.VATANEN,20152016,196.13,4,4,9,13,17,8,1.22,1.22,2.75,3.98,5.2,2.45,95,29.06,4.21,61,18.66,6.56,43,13.15,9.3,3.86,1.18,6.33,9,2.75,3,4,7,3,3,0,0,0,0,0,0,1,1,42.41
SAM.REINHART,20152016,220.13,8,2,0,2,10,10,2.18,0.55,0,0.55,2.73,2.73,52,14.17,15.38,45,12.27,17.78,32,8.72,25,6.79,1.85,15.1,28,7.63,0,10,1,0,1,4,1,80,0,1,1,5,0,16.6
SCOTT.GOMEZ,20112012,95.3,2,1,0,1,3,3,1.26,0.63,0,0.63,1.89,1.89,26,16.37,7.69,19,11.96,10.53,15,9.44,13.33,1.22,0.77,6.42,4,2.52,1,2,6,0,0,25,26,49.02,1,0,-1,1,0,31.58
SCOTT.GOMEZ,20122013,157.2008333,0,5.125,8.541666667,13.66666667,13.66666667,5.125,0,1.96,3.26,5.22,5.22,1.96,32.45833333,12.39,0,29.04166667,11.08,0,25.625,9.78,0,3.092083333,1.18,10.64,15.375,5.87,0,1.708333333,11.95833333,3.416666667,0,56.375,51.25,52.38,0,0,0,1.708333333,0,16.13
SCOTT.GOMEZ,20132014,72.23,0,0,2,2,2,0,0,0,1.66,1.66,1.66,0,9,7.48,0,8,6.65,0,7,5.81,0,0.83,0.69,10.37,5,4.15,0,3,0,0,0,32,24,57.14,1,0,-1,0,1,28.86
SCOTT.GOMEZ,20142015,114.9,0,5,9,14,14,5,0,2.61,4.7,7.31,7.31,2.61,12,6.27,0,7,3.66,0,5,2.61,0,0.5,0.26,7.08,3,1.57,1,2,5,0,0,48,52,48,0,0,0,0,0,36.58
SCOTT.GOMEZ,20152016,58.07,0,0,4,4,4,0,0,0,4.13,4.13,4.13,0,1,1.03,0,1,1.03,0,1,1.03,0,0.06,0.06,5.69,0,0,0,1,1,0,0,7,13,35,1,0,-1,0,0,37.54
SCOTT.HARTNELL,20112012,257.12,14,4,2,6,20,18,3.27,0.93,0.47,1.4,4.67,4.2,98,22.87,14.29,83,19.37,16.87,56,13.07,25,11.04,2.58,13.3,48,11.2,10,11,3,1,0,4,10,28.57,14,5,-9,6,1,20.57
SCOTT.HARTNELL,20122013,157.28625,5.125,1.708333333,0,1.708333333,6.833333333,6.833333333,1.96,0.65,0,0.65,2.61,2.61,51.25,19.55,10,47.83333333,18.25,10.71,30.75,11.73,16.67,5.125,1.95,10.7,27.33333333,10.43,10.25,8.541666667,3.416666667,1.708333333,1.708333333,1.708333333,0,100,10.25,3.416666667,-6.833333333,1.708333333,0,20.58
SCOTT.HARTNELL,20132014,243.29,8,5,5,10,18,13,1.97,1.23,1.23,2.47,4.44,3.21,83,20.47,9.64,74,18.25,10.81,48,11.84,16.67,8.07,1.99,10.91,38,9.37,8,13,5,4,2,2,3,40,6,2,-4,3,0,22.93
SCOTT.HARTNELL,20142015,203.1,8,3,5,8,16,11,2.36,0.89,1.48,2.36,4.73,3.25,52,15.36,15.38,47,13.88,17.02,37,10.93,21.62,7.44,2.2,15.83,31,9.16,10,3,5,3,1,0,1,0,11,0,-11,6,0,18.34
SCOTT.HARTNELL,20152016,184.88,9,1,1,2,11,10,2.92,0.32,0.32,0.65,3.57,3.25,47,15.25,19.15,39,12.66,23.08,26,8.44,34.62,5.8,1.88,14.87,25,8.11,6,5,3,2,0,0,0,0,6,1,-5,3,3,20.14
SCOTTIE.UPSHALL,20112012,37.72,1,0,0,0,1,1,1.59,0,0,0,1.59,1.59,11,17.5,9.09,10,15.91,10,7,11.13,14.29,1.17,1.87,11.73,6,9.54,3,3,0,0,0,1,0,100,2,1,-1,1,0,22.17
SCOTTIE.UPSHALL,20132014,131.43,1,3,2,5,6,4,0.46,1.37,0.91,2.28,2.74,1.83,32,14.61,3.12,24,10.96,4.17,22,10.04,4.55,3.16,1.44,13.15,13,5.93,4,9,2,1,0,8,6,57.14,4,3,-1,2,0,22.51
SCOTTIE.UPSHALL,20142015,35.21,0,1,0,1,1,1,0,1.7,0,1.7,1.7,1.7,6,10.22,0,4,6.82,0,3,5.11,0,0.39,0.67,9.77,2,3.41,2,1,0,0,0,3,2,60,1,0,-1,0,0,18.67
SEAN.BERGENHEIM,20112012,119.4,5,0,0,0,5,5,2.51,0,0,0,2.51,2.51,36,18.09,13.89,30,15.08,16.67,24,12.06,20.83,4.52,2.27,15.08,23,11.56,8,9,0,1,0,1,1,50,3,0,-3,5,0,17.18
SEAN.BERGENHEIM,20132014,143.09,3,1,0,1,4,4,1.26,0.42,0,0.42,1.68,1.68,38,15.93,7.89,36,15.1,8.33,25,10.48,12,4.13,1.73,11.48,21,8.81,11,7,3,2,1,0,0,0,2,1,-1,3,1,20.8
SEAN.BERGENHEIM,20142015,32.76,0,1,1,2,2,1,0,1.83,1.83,3.66,3.66,1.83,6,10.99,0,6,10.99,0,5,9.16,0,0.72,1.32,12,3,5.49,2,1,1,2,0,0,0,0,1,0,-1,0,0,16.69
SEAN.COUTURIER,20112012,45.99,0,0,1,1,1,0,0,0,1.3,1.3,1.3,0,5,6.52,0,5,6.52,0,3,3.91,0,0.52,0.68,10.49,3,3.91,3,1,0,0,0,14,9,60.87,0,0,0,0,0,23.92
SEAN.COUTURIER,20122013,128.74,0,3.416666667,3.416666667,6.833333333,6.833333333,3.416666667,0,1.59,1.59,3.18,3.18,1.59,18.79166667,8.76,0,13.66666667,6.37,0,10.25,4.78,0,1.400833333,0.65,10.26,3.416666667,1.59,0,1.708333333,1.708333333,1.708333333,1.708333333,22.20833333,18.79166667,54.17,1.708333333,0,-1.708333333,3.416666667,0,26.02
SEAN.COUTURIER,20132014,122.18,0,2,1,3,3,2,0,0.98,0.49,1.47,1.47,0.98,26,12.77,0,22,10.8,0,14,6.88,0,1.19,0.58,5.41,5,2.46,1,3,3,0,1,24,20,54.55,3,1,-2,0,0,35.89
SEAN.COUTURIER,20142015,139.18,1,2,3,5,6,3,0.43,0.86,1.29,2.16,2.59,1.29,30,12.93,3.33,19,8.19,5.26,14,6.04,7.14,1.16,0.5,6.1,4,1.72,2,4,1,1,0,47,40,54.02,2,2,0,2,0,29.42
SEAN.COUTURIER,20152016,131.01,1,0,5,5,6,1,0.46,0,2.29,2.29,2.75,0.46,30,13.74,3.33,23,10.53,4.35,20,9.16,5,2.04,0.94,8.88,6,2.75,0,12,0,4,0,34,44,43.59,1,1,0,1,1,35.24
SEAN.MONAHAN,20132014,158.09,2,1,3,4,6,3,0.76,0.38,1.14,1.52,2.28,1.14,39,14.8,5.13,30,11.39,6.67,19,7.21,10.53,4.04,1.53,13.46,18,6.83,1,3,4,0,0,47,50,48.45,0,0,0,2,0,21.98
SEAN.MONAHAN,20142015,228.23,9,4,3,7,16,13,2.37,1.05,0.79,1.84,4.21,3.42,69,18.14,13.04,59,15.51,15.25,37,9.73,24.32,7.02,1.84,11.89,32,8.41,2,4,6,7,0,122,124,49.59,0,0,0,3,1,22.73
SEAN.MONAHAN,20152016,249.9,7,10,3,13,20,17,1.68,2.4,0.72,3.12,4.8,4.08,66,15.85,10.61,61,14.65,11.48,43,10.32,16.28,9.16,2.2,15.02,42,10.08,4,8,4,0,0,145,142,50.52,1,0,-1,12,0,19
SERGEI.GONCHAR,20112012,227.45,2,5,6,11,13,7,0.53,1.32,1.58,2.9,3.43,1.85,94,24.8,2.13,61,16.09,3.28,41,10.82,4.88,2.78,0.73,4.56,4,1.06,0,2,9,2,7,0,0,0,4,0,-4,1,2,50.05
SERGEI.GONCHAR,20122013,273.5554167,1.708333333,6.833333333,6.833333333,13.66666667,15.375,8.541666667,0.37,1.5,1.5,3,3.37,1.87,92.25,20.23,1.85,54.66666667,11.99,3.12,41,8.99,4.17,2.87,0.63,5.25,5.125,1.12,8.541666667,0,3.416666667,1.708333333,3.416666667,0,0,0,0,0,0,0,3.416666667,44.65
SERGEI.GONCHAR,20132014,193.33,1,4,8,12,13,5,0.31,1.24,2.48,3.72,4.03,1.55,43,13.35,2.33,28,8.69,3.57,22,6.83,4.55,1.11,0.34,3.97,0,0,3,4,8,1,1,0,0,0,2,2,0,0,0,48.95
SERGEI.GONCHAR,20142015,102.7,0,2,2,4,4,2,0,1.17,1.17,2.34,2.34,1.17,32,18.7,0,25,14.61,0,17,9.93,0,0.96,0.56,3.84,0,0,2,3,2,1,7,0,0,0,0,0,0,0,0,52.31
SERGEI.KOSTITSYN,20112012,99.06,0,5,2,7,7,5,0,3.03,1.21,4.24,4.24,3.03,16,9.69,0,11,6.66,0,8,4.85,0,0.71,0.43,6.41,2,1.21,3,4,2,1,0,0,3,0,2,0,-2,1,1,21.71
SERGEI.KOSTITSYN,20122013,143.3804167,1.708333333,3.416666667,0,3.416666667,5.125,5.125,0.71,1.43,0,1.43,2.14,2.14,34.16666667,14.3,5,22.20833333,9.29,7.69,10.25,4.29,16.67,2.255,0.94,10.13,6.833333333,2.86,0,0,3.416666667,0,0,0,0,0,0,0,0,0,0,17.55
SERGEY.KALININ,20152016,107.28,3,0,0,0,3,3,1.68,0,0,0,1.68,1.68,14,7.83,21.43,14,7.83,21.43,8,4.47,37.5,1.71,0.96,12.2,7,3.91,4,4,0,2,0,5,11,31.25,1,1,0,0,0,21.71
SETH.GRIFFITH,20142015,55.78,1,0,2,2,3,1,1.08,0,2.15,2.15,3.23,1.08,9,9.68,11.11,7,7.53,14.29,5,5.38,20,0.65,0.7,9.27,1,1.08,0,2,0,1,0,0,1,0,0,0,0,1,0,32.32
SETH.JONES,20132014,156.91,2,3,2,5,7,5,0.76,1.15,0.76,1.91,2.68,1.91,36,13.77,5.56,26,9.94,7.69,17,6.5,11.76,1.28,0.49,4.92,1,0.38,3,2,7,3,3,0,0,0,1,2,1,0,0,48.55
SETH.JONES,20142015,191.83,2,3,6,9,11,5,0.63,0.94,1.88,2.81,3.44,1.56,55,17.2,3.64,41,12.82,4.88,27,8.44,7.41,2.35,0.73,5.72,3,0.94,1,5,8,1,1,0,0,0,1,0,-1,1,1,45.65
SETH.JONES,20152016,206.53,1,1,7,8,9,2,0.29,0.29,2.03,2.32,2.61,0.58,43,12.49,2.33,28,8.13,3.57,21,6.1,4.76,1.9,0.55,6.77,7,2.03,2,5,10,1,4,0,0,0,0,2,2,0,2,44.24
SHANE.DOAN,20112012,232.55,3,4,4,8,11,7,0.77,1.03,1.03,2.06,2.84,1.81,96,24.77,3.12,75,19.35,4,55,14.19,5.45,7.1,1.83,9.46,29,7.48,19,14,5,7,3,7,7,50,3,2,-1,6,1,32.87
SHANE.DOAN,20122013,218.9741667,0,1.708333333,3.416666667,5.125,5.125,1.708333333,0,0.47,0.94,1.4,1.4,0.47,59.79166667,16.38,0,47.83333333,13.11,0,34.16666667,9.36,0,4.885833333,1.34,10.21,17.08333333,4.68,25.625,11.95833333,15.375,5.125,0,1.708333333,3.416666667,33.33,6.833333333,0,-6.833333333,3.416666667,0,25.39
SHANE.DOAN,20132014,182.93,10,7,2,9,19,17,3.28,2.3,0.66,2.95,6.23,5.58,51,16.73,19.61,48,15.74,20.83,29,9.51,34.48,6.31,2.07,13.14,30,9.84,10,8,4,3,0,2,0,100,1,1,0,5,0,16.67
SHANE.DOAN,20142015,196.8,5,4,1,5,10,9,1.52,1.22,0.3,1.52,3.05,2.74,53,16.16,9.43,48,14.63,10.42,34,10.37,14.71,6.66,2.03,13.87,32,9.76,20,12,7,2,0,1,3,25,2,0,-2,5,1,19.38
SHANE.DOAN,20152016,208.35,10,2,2,4,14,12,2.88,0.58,0.58,1.15,4.03,3.46,67,19.29,14.93,60,17.28,16.67,45,12.96,22.22,9.37,2.7,15.62,43,12.38,19,9,5,3,0,6,9,40,3,0,-3,6,1,18.53
SHANE.O'BRIEN,20112012,42.27,1,0,1,1,2,1,1.42,0,1.42,1.42,2.84,1.42,10,14.19,10,7,9.94,14.29,6,8.52,16.67,0.25,0.35,3.57,0,0,2,2,2,0,0,0,0,0,5,0,-5,0,0,52.63
SHAWN.HORCOFF,20112012,220.96,5,4,2,6,11,9,1.36,1.09,0.54,1.63,2.99,2.44,33,8.96,15.15,28,7.6,17.86,18,4.89,27.78,4.7,1.28,16.77,21,5.7,0,2,2,0,0,106,106,50,3,0,-3,4,0,13.06
SHAWN.HORCOFF,20122013,133.50625,5.125,0,1.708333333,1.708333333,6.833333333,5.125,2.3,0,0.77,0.77,3.07,2.3,15.375,6.91,33.33,15.375,6.91,33.33,10.25,4.61,50,2.852916667,1.28,18.51,15.375,6.91,0,1.708333333,5.125,1.708333333,0,95.66666667,52.95833333,64.37,3.416666667,0,-3.416666667,1.708333333,1.708333333,13.71
SHAWN.HORCOFF,20132014,101.04,4,0,0,0,4,4,2.38,0,0,0,2.38,2.38,12,7.13,33.33,12,7.13,33.33,11,6.53,36.36,1.99,1.18,16.62,9,5.34,1,2,1,0,0,8,11,42.11,3,0,-3,2,0,12.95
SHAWN.HORCOFF,20142015,129.42,4,0,1,1,5,4,1.85,0,0.46,0.46,2.32,1.85,24,11.13,16.67,21,9.74,19.05,11,5.1,36.36,2.91,1.35,13.84,13,6.03,1,7,1,1,2,33,27,55,1,0,-1,1,0,20.58
SHAWN.MATTHIAS,20112012,65.51,1,1,0,1,2,2,0.92,0.92,0,0.92,1.83,1.83,8,7.33,12.5,8,7.33,12.5,6,5.5,16.67,0.84,0.77,10.56,2,1.83,1,1,1,0,0,21,16,56.76,1,0,-1,1,0,24.89
SHAWN.MATTHIAS,20122013,85.41666667,3.416666667,1.708333333,0,1.708333333,5.125,5.125,2.4,1.2,0,1.2,3.6,3.6,22.20833333,15.6,15.38,18.79166667,13.2,18.18,18.79166667,13.2,18.18,2.3575,1.66,12.56,11.95833333,8.4,1.708333333,3.416666667,0,0,0,20.5,11.95833333,63.16,1.708333333,0,-1.708333333,0,0,13.09
SHAWN.MATTHIAS,20132014,34.72,0,0,0,0,0,0,0,0,0,0,0,0,10,17.28,0,7,12.1,0,7,12.1,0,1.02,1.76,14.58,5,8.64,2,4,0,0,0,9,5,64.29,1,1,0,3,0,21.7
SHAWN.MATTHIAS,20152016,43.67,0,0,0,0,0,0,0,0,0,0,0,0,9,12.37,0,8,10.99,0,6,8.24,0,1.18,1.62,14.78,6,8.24,1,3,0,1,0,1,2,33.33,3,0,-3,0,0,13.65
SHAYNE.GOSTISBEHERE,20152016,237.38,6,3,8,11,17,9,1.52,0.76,2.02,2.78,4.3,2.27,122,30.84,4.92,83,20.98,7.23,56,14.15,10.71,4.36,1.1,5.25,8,2.02,1,6,6,1,4,0,0,0,2,0,-2,3,3,52.2
SHEA.THEODORE,20152016,50.89,2,0,1,1,3,2,2.36,0,1.18,1.18,3.54,2.36,23,27.12,8.7,15,17.69,13.33,13,15.33,15.38,0.76,0.9,5.09,2,2.36,0,0,1,0,0,0,0,0,0,0,0,0,2,42.95
SHEA.WEBER,20112012,262.51,8,7,4,11,19,15,1.83,1.6,0.91,2.51,4.34,3.43,119,27.2,6.72,92,21.03,8.7,64,14.63,12.5,4.79,1.09,5.2,3,0.69,4,1,8,6,3,0,0,0,2,0,-2,1,2,45.24
SHEA.WEBER,20122013,293.7308333,5.125,6.833333333,8.541666667,15.375,20.5,11.95833333,1.05,1.4,1.74,3.14,4.19,2.44,128.125,26.17,4,95.66666667,19.54,5.36,66.625,13.61,7.69,4.902916667,1,5.13,5.125,1.05,1.708333333,3.416666667,10.25,0,0,0,0,0,0,0,0,1.708333333,1.708333333,45.18
SHEA.WEBER,20132014,243.31,11,4,8,12,23,15,2.71,0.99,1.97,2.96,5.67,3.7,102,25.15,10.78,75,18.49,14.67,49,12.08,22.45,5.11,1.26,6.81,11,2.71,4,2,1,2,2,0,0,0,0,1,1,6,2,44.93
SHEA.WEBER,20142015,243.78,4,6,4,10,14,10,0.98,1.48,0.98,2.46,3.45,2.46,126,31.01,3.17,94,23.14,4.26,62,15.26,6.45,4.65,1.14,4.95,4,0.98,3,3,4,1,3,0,0,0,3,1,-2,2,0,46.29
SHEA.WEBER,20152016,244.79,13,4,5,9,22,17,3.19,0.98,1.23,2.21,5.39,4.17,83,20.34,15.66,66,16.18,19.7,48,11.77,27.08,3.93,0.96,5.95,11,2.7,5,4,3,2,1,0,0,0,2,1,-1,3,2,45.1
SHELDON.SOURAY,20112012,117.08,2,2,1,3,5,4,1.02,1.02,0.51,1.54,2.56,2.05,74,37.92,2.7,50,25.62,4,38,19.47,5.26,1.89,0.97,3.79,0,0,1,2,3,0,5,0,0,0,2,0,-2,0,1,52.14
SHELDON.SOURAY,20122013,133.8991667,3.416666667,1.708333333,1.708333333,3.416666667,6.833333333,5.125,1.53,0.77,0.77,1.53,3.06,2.3,73.45833333,32.92,4.65,47.83333333,21.43,7.14,30.75,13.78,11.11,2.989583333,1.34,6.24,6.833333333,3.06,0,0,3.416666667,0,3.416666667,1.708333333,0,100,5.125,0,-5.125,1.708333333,1.708333333,39.13
SIDNEY.CROSBY,20112012,79.06,2,3,4,7,9,5,1.52,2.28,3.04,5.31,6.83,3.79,39,29.6,5.13,30,22.77,6.67,22,16.7,9.09,2.62,1.99,8.74,9,6.83,0,5,9,1,0,47,39,54.65,1,0,-1,3,0,30.07
SIDNEY.CROSBY,20122013,244.5479167,3.416666667,11.95833333,5.125,17.08333333,20.5,15.375,0.84,2.93,1.26,4.19,5.03,3.77,75.16666667,18.44,4.55,63.20833333,15.51,5.41,46.125,11.32,7.41,5.671666667,1.39,8.98,17.08333333,4.19,0,8.541666667,8.541666667,3.416666667,0,148.625,109.3333333,57.62,0,0,0,6.833333333,0,22.23
SIDNEY.CROSBY,20132014,331.78,11,9,15,24,35,20,1.99,1.63,2.71,4.34,6.33,3.62,108,19.53,10.19,87,15.73,12.64,70,12.66,15.71,8.75,1.58,10.05,29,5.24,3,12,21,1,0,238,157,60.25,1,1,0,7,0,27.46
SIDNEY.CROSBY,20142015,269.99,9,8,11,19,28,17,2,1.78,2.44,4.22,6.22,3.78,85,18.89,10.59,67,14.89,13.43,52,11.56,17.31,6.95,1.55,10.38,23,5.11,2,18,14,3,0,164,151,52.06,2,2,0,6,0,25.01
SIDNEY.CROSBY,20152016,270.36,9,6,6,12,21,15,2,1.33,1.33,2.66,4.66,3.33,101,22.41,8.91,74,16.42,12.16,55,12.21,16.36,7.76,1.72,10.48,28,6.21,7,13,10,2,0,172,155,52.6,5,1,-4,8,4,28.22
SIMON.DESPRES,20132014,30.45,0,0,1,1,1,0,0,0,1.97,1.97,1.97,0,10,19.7,0,7,13.79,0,4,7.88,0,0.31,0.62,4.48,0,0,2,1,0,0,2,0,0,0,1,0,-1,0,0,38.07
SIMON.DESPRES,20142015,39.21,0,0,1,1,1,0,0,0,1.53,1.53,1.53,0,10,15.3,0,6,9.18,0,4,6.12,0,0.19,0.29,3.15,0,0,0,2,0,0,1,0,0,0,4,2,-2,0,0,55.73
SIMON.GAGNE,20112012,105.14,0,3,1,4,4,3,0,1.71,0.57,2.28,2.28,1.71,17,9.7,0,11,6.28,0,10,5.71,0,1.55,0.88,14.06,6,3.42,0,5,4,0,0,0,0,0,0,1,1,5,0,14.76
SIMON.GAGNE,20122013,109.6579167,3.416666667,0,3.416666667,3.416666667,6.833333333,3.416666667,1.87,0,1.87,1.87,3.74,1.87,29.04166667,15.89,11.76,22.20833333,12.15,15.38,17.08333333,9.35,20,2.477083333,1.35,11.14,11.95833333,6.54,1.708333333,0,6.833333333,1.708333333,0,0,0,0,0,0,0,1.708333333,0,23.18
