Player,Season,PP_TOI,PP_G,PP_A1,PP_A2,PP_A,PP_P,PP_P1,PP_G60,PP_A160,PP_A260,PP_A60,PP_P60,PP_P160,PP_iCF,PP_iCF60,PP_iCSh%,PP_iFF,PP_iFF60,PP_iFSh%,PP_iSF,PP_iSF60,PP_iSh%,PP_ixG,PP_ixG60,PP_ixFSh%,PP_iSCF,PP_iSCF60,PP_iHF,PP_iHA,PP_iGVA,PP_iTKA,PP_iBLK,PP_iFOW,PP_iFOL,PP_iFO%,PP_iPENT,PP_iPEND,PP_iPENDIFF,PP_iRB,PP_iRS,PP_Avg.DIST
JUSTIN.WILLIAMS,20122013,178.4866667,1.708333333,1.708333333,6.833333333,8.541666667,10.25,3.416666667,0.57,0.57,2.3,2.87,3.45,1.15,68.33333333,22.97,2.5,51.25,17.23,3.33,22.20833333,7.47,7.69,5.17625,1.74,10.09,18.79166667,6.32,1.708333333,8.541666667,0,1.708333333,0,0,0,0,1.708333333,0,-1.708333333,1.708333333,1.708333333,26.01
JUSTIN.WILLIAMS,20132014,199.23,4,1,2,3,7,5,1.2,0.3,0.6,0.9,2.11,1.51,70,21.08,5.71,61,18.37,6.56,40,12.05,10,7.79,2.35,12.77,30,9.03,2,13,10,0,0,1,2,33.33,5,2,-3,11,1,22.67
JUSTIN.WILLIAMS,20142015,138.66,4,3,5,8,12,7,1.73,1.3,2.16,3.46,5.19,3.03,45,19.47,8.89,40,17.31,10,28,12.12,14.29,3.14,1.36,7.84,10,4.33,0,10,7,2,1,0,0,0,2,2,0,0,4,29.37
JUSTIN.WILLIAMS,20152016,169.58,4,1,3,4,8,5,1.42,0.35,1.06,1.42,2.83,1.77,41,14.51,9.76,35,12.38,11.43,25,8.85,16,4.16,1.47,11.9,20,7.08,1,3,6,2,0,29,18,61.7,0,0,0,2,1,24.08
KEITH.AUCOIN,20112012,35.08,0,0,0,0,0,0,0,0,0,0,0,0,4,6.84,0,4,6.84,0,3,5.13,0,0.67,1.15,16.74,3,5.13,0,2,1,1,0,2,2,50,0,0,0,1,0,14.66
KEITH.AUCOIN,20122013,64.76291667,1.708333333,0,0,0,1.708333333,1.708333333,1.58,0,0,0,1.58,1.58,10.25,9.5,16.67,8.541666667,7.91,20,6.833333333,6.33,25,1.366666667,1.27,16.04,3.416666667,3.17,0,5.125,1.708333333,0,0,22.20833333,11.95833333,65,0,0,0,1.708333333,0,22.79
KEITH.BALLARD,20132014,36.03,0,2,0,2,2,2,0,3.33,0,3.33,3.33,3.33,12,19.98,0,6,9.99,0,6,9.99,0,0.33,0.55,5.55,1,1.67,0,2,0,0,0,0,0,0,3,0,-3,0,0,42.17
KEITH.YANDLE,20112012,269.88,0,4,6,10,10,4,0,0.89,1.33,2.22,2.22,0.89,75,16.67,0,40,8.89,0,24,5.34,0,2.19,0.49,5.48,3,0.67,3,3,17,3,2,0,0,0,0,1,1,0,1,46.88
KEITH.YANDLE,20122013,292.8083333,8.541666667,5.125,3.416666667,8.541666667,17.08333333,13.66666667,1.75,1.05,0.7,1.75,3.5,2.8,111.0416667,22.75,7.69,75.16666667,15.4,11.36,56.375,11.55,15.15,3.826666667,0.78,5.09,5.125,1.05,3.416666667,10.25,11.95833333,1.708333333,0,0,0,0,5.125,1.708333333,-3.416666667,1.708333333,0,45.39
KEITH.YANDLE,20132014,354.23,3,16,10,26,29,19,0.51,2.71,1.69,4.4,4.91,3.22,140,23.71,2.14,97,16.43,3.09,68,11.52,4.41,4.47,0.76,4.61,7,1.19,3,7,18,4,3,0,0,0,5,1,-4,3,2,46.33
KEITH.YANDLE,20142015,337.01,2,9,16,25,27,11,0.36,1.6,2.85,4.45,4.81,1.96,135,24.03,1.48,86,15.31,2.33,63,11.22,3.17,3.69,0.66,4.29,5,0.89,0,3,17,5,8,0,0,0,4,0,-4,1,0,49.08
KEITH.YANDLE,20152016,214.24,2,11,8,19,21,13,0.56,3.08,2.24,5.32,5.88,3.64,100,28.01,2,68,19.04,2.94,50,14,4,2.53,0.71,3.72,3,0.84,1,5,13,4,4,0,0,0,2,1,-1,2,1,52.24
KEVIN.BIEKSA,20112012,151.44,2,1,7,8,10,3,0.79,0.4,2.77,3.17,3.96,1.19,42,16.64,4.76,27,10.7,7.41,20,7.92,10,1.94,0.77,7.18,6,2.38,6,3,5,0,3,0,1,0,3,0,-3,1,1,34.91
KEVIN.BIEKSA,20122013,144.3883333,1.708333333,0,1.708333333,1.708333333,3.416666667,1.708333333,0.71,0,0.71,0.71,1.42,0.71,41,17.04,4.17,23.91666667,9.94,7.14,17.08333333,7.1,10,1.435,0.6,6.02,5.125,2.13,1.708333333,3.416666667,3.416666667,1.708333333,1.708333333,0,0,0,3.416666667,0,-3.416666667,1.708333333,0,44.37
KEVIN.BIEKSA,20132014,156.82,1,2,5,7,8,3,0.38,0.77,1.91,2.68,3.06,1.15,53,20.28,1.89,34,13.01,2.94,21,8.03,4.76,1.96,0.75,5.76,6,2.3,2,3,0,2,0,0,0,0,5,0,-5,0,1,43.05
KEVIN.BIEKSA,20142015,92.34,0,0,1,1,1,0,0,0,0.65,0.65,0.65,0,18,11.7,0,10,6.5,0,5,3.25,0,0.51,0.33,5.1,0,0,0,3,3,1,1,0,0,0,3,0,-3,0,0,38.95
KEVIN.BIEKSA,20152016,118.8,2,2,2,4,6,4,1.01,1.01,1.01,2.02,3.03,2.02,33,16.67,6.06,23,11.62,8.7,17,8.59,11.76,1.22,0.61,5.28,2,1.01,2,1,3,1,0,0,0,0,5,0,-5,0,0,47.85
KEVIN.CONNAUTON,20142015,104.76,0,2,1,3,3,2,0,1.15,0.57,1.72,1.72,1.15,39,22.34,0,28,16.04,0,20,11.45,0,1.14,0.65,4.06,3,1.72,2,2,2,0,0,0,0,0,0,1,1,0,0,45.43
KEVIN.CONNAUTON,20152016,91.61,0,0,2,2,2,0,0,0,1.31,1.31,1.31,0,29,18.99,0,15,9.82,0,15,9.82,0,0.52,0.34,3.47,0,0,1,4,3,0,0,0,0,0,3,0,-3,0,1,48.75
KEVIN.HAYES,20142015,63.25,1,2,2,4,5,3,0.95,1.9,1.9,3.79,4.74,2.85,11,10.43,9.09,9,8.54,11.11,7,6.64,14.29,0.94,0.89,10.41,4,3.79,0,1,3,0,0,9,17,34.62,1,0,-1,0,0,25.3
KEVIN.HAYES,20152016,126.16,3,3,0,3,6,6,1.43,1.43,0,1.43,2.85,2.85,35,16.65,8.57,28,13.32,10.71,23,10.94,13.04,1.89,0.9,6.75,6,2.85,2,2,7,0,1,9,8,52.94,2,1,-1,1,0,31.15
KEVIN.KLEIN,20112012,34.29,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,3,5.25,0,3,5.25,0,0.14,0.24,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.39
KEVIN.KLEIN,20152016,40.65,0,0,1,1,1,0,0,0,1.48,1.48,1.48,0,8,11.81,0,7,10.33,0,5,7.38,0,0.38,0.56,5.39,1,1.48,2,1,1,1,0,0,0,0,2,0,-2,0,0,36.57
KEVIN.SHATTENKIRK,20112012,233.55,4,6,6,12,16,10,1.03,1.54,1.54,3.08,4.11,2.57,93,23.89,4.3,66,16.96,6.06,50,12.85,8,3.82,0.98,5.79,8,2.06,3,3,4,6,1,1,0,100,6,1,-5,3,3,47.71
KEVIN.SHATTENKIRK,20122013,219.8966667,3.416666667,5.125,6.833333333,11.95833333,15.375,8.541666667,0.93,1.4,1.86,3.26,4.2,2.33,73.45833333,20.04,4.65,52.95833333,14.45,6.45,39.29166667,10.72,8.7,2.733333333,0.75,5.16,1.708333333,0.47,5.125,3.416666667,6.833333333,5.125,3.416666667,0,0,0,3.416666667,0,-3.416666667,1.708333333,0,36.88
KEVIN.SHATTENKIRK,20132014,264.94,5,5,10,15,20,10,1.13,1.13,2.26,3.4,4.53,2.26,117,26.5,4.27,73,16.53,6.85,57,12.91,8.77,3.42,0.77,4.69,6,1.36,2,9,4,3,5,0,0,0,3,1,-2,0,0,44.67
KEVIN.SHATTENKIRK,20142015,185.68,4,9,8,17,21,13,1.29,2.91,2.59,5.49,6.79,4.2,72,23.27,5.56,52,16.8,7.69,40,12.93,10,2.64,0.85,5.07,5,1.62,0,3,6,3,5,0,0,0,2,0,-2,1,0,44.55
KEVIN.SHATTENKIRK,20152016,195.24,5,11,9,20,25,16,1.54,3.38,2.77,6.15,7.68,4.92,80,24.59,6.25,56,17.21,8.93,38,11.68,13.16,2.61,0.8,4.66,3,0.92,2,3,6,0,0,0,0,0,1,0,-1,1,0,46.73
KIMMO.TIMONEN,20112012,277.32,4,4,9,13,17,8,0.87,0.87,1.95,2.81,3.68,1.73,82,17.74,4.88,53,11.47,7.55,35,7.57,11.43,2.46,0.53,4.64,4,0.87,6,3,3,0,7,0,0,0,2,0,-2,0,2,48.9
KIMMO.TIMONEN,20122013,278.9195833,5.125,13.66666667,6.833333333,20.5,25.625,18.79166667,1.1,2.94,1.47,4.41,5.51,4.04,97.375,20.95,5.26,56.375,12.13,9.09,47.83333333,10.29,10.71,3.040833333,0.65,5.39,6.833333333,1.47,0,1.708333333,5.125,3.416666667,11.95833333,0,0,0,5.125,1.708333333,-3.416666667,1.708333333,5.125,50.14
KIMMO.TIMONEN,20132014,248.07,1,12,4,16,17,13,0.24,2.9,0.97,3.87,4.11,3.14,98,23.7,1.02,69,16.69,1.45,43,10.4,2.33,3.26,0.79,4.72,3,0.73,7,2,2,2,8,0,0,0,4,0,-4,1,3,50.33
KRIS.LETANG,20112012,191.71,4,4,5,9,13,8,1.25,1.25,1.56,2.82,4.07,2.5,62,19.4,6.45,44,13.77,9.09,34,10.64,11.76,2.43,0.76,5.53,6,1.88,4,2,4,1,4,0,0,0,3,3,0,1,1,46.23
KRIS.LETANG,20122013,246.2220833,1.708333333,8.541666667,8.541666667,17.08333333,18.79166667,10.25,0.42,2.08,2.08,4.16,4.58,2.5,75.16666667,18.32,2.27,56.375,13.74,3.03,41,9.99,4.17,2.852916667,0.7,5.06,5.125,1.25,0,13.66666667,20.5,5.125,1.708333333,0,0,0,1.708333333,3.416666667,1.708333333,0,0,34.96
KRIS.LETANG,20132014,132.52,5,4,1,5,10,9,2.26,1.81,0.45,2.26,4.53,4.07,58,26.26,8.62,42,19.02,11.9,30,13.58,16.67,2.99,1.35,7.11,9,4.07,1,5,5,0,0,0,0,0,3,2,-1,2,0,39.66
KRIS.LETANG,20142015,246.94,2,11,8,19,21,13,0.49,2.67,1.94,4.62,5.1,3.16,82,19.92,2.44,59,14.34,3.39,46,11.18,4.35,4.03,0.98,6.83,9,2.19,15,8,12,6,4,0,0,0,7,1,-6,3,0,40.91
KRIS.LETANG,20152016,258,4,7,12,19,23,11,0.93,1.63,2.79,4.42,5.35,2.56,81,18.84,4.94,59,13.72,6.78,46,10.7,8.7,3.14,0.73,5.32,5,1.16,3,11,8,4,3,0,0,0,6,3,-3,1,0,47.83
KRIS.RUSSELL,20112012,110.32,0,0,1,1,1,0,0,0,0.54,0.54,0.54,0,18,9.79,0,13,7.07,0,8,4.35,0,0.78,0.42,5.99,1,0.54,0,4,1,4,3,0,0,0,1,1,0,0,0,38.7
KRIS.RUSSELL,20132014,185.86,4,3,4,7,11,7,1.29,0.97,1.29,2.26,3.55,2.26,37,11.94,10.81,25,8.07,16,16,5.17,25,1.59,0.51,6.36,6,1.94,1,3,4,1,3,0,0,0,1,0,-1,1,0,39.44
KRIS.RUSSELL,20142015,197.03,1,4,8,12,13,5,0.3,1.22,2.44,3.65,3.96,1.52,36,10.96,2.78,16,4.87,6.25,12,3.65,8.33,0.82,0.25,5.14,4,1.22,0,2,7,0,8,0,0,0,0,0,0,0,1,45.99
KRIS.RUSSELL,20152016,101.63,2,2,0,2,4,4,1.18,1.18,0,1.18,2.36,2.36,33,19.48,6.06,24,14.17,8.33,12,7.08,16.67,1.49,0.88,6.2,3,1.77,0,2,2,1,2,0,0,0,0,1,1,0,0,37.96
KRIS.VERSTEEG,20112012,235.71,7,3,4,7,14,10,1.78,0.76,1.02,1.78,3.56,2.55,52,13.24,13.46,43,10.95,16.28,31,7.89,22.58,3.61,0.92,8.4,13,3.31,1,18,4,5,0,4,13,23.53,3,0,-3,2,0,30.68
KRIS.VERSTEEG,20132014,166.44,1,6,0,6,7,7,0.36,2.16,0,2.16,2.52,2.52,40,14.42,2.5,30,10.81,3.33,19,6.85,5.26,2.62,0.95,8.75,6,2.16,1,8,1,4,0,14,25,35.9,1,3,2,4,0,27.42
KRIS.VERSTEEG,20142015,110.03,1,1,2,3,4,2,0.55,0.55,1.09,1.64,2.18,1.09,20,10.91,5,18,9.82,5.56,16,8.72,6.25,1.98,1.08,11.01,11,6,0,7,3,0,1,1,4,20,4,1,-3,0,0,18.84
KRIS.VERSTEEG,20152016,135.14,2,1,4,5,7,3,0.89,0.44,1.78,2.22,3.11,1.33,49,21.76,4.08,38,16.87,5.26,22,9.77,9.09,3.1,1.38,8.16,10,4.44,0,1,6,4,0,3,3,50,1,0,-1,3,1,35.43
KURTIS.FOSTER,20112012,147.3,0,1,8,9,9,1,0,0.41,3.26,3.67,3.67,0.41,54,22,0,32,13.03,0,24,9.78,0,1.55,0.63,4.85,1,0.41,6,1,5,2,2,0,0,0,0,0,0,0,1,50.24
KURTIS.FOSTER,20122013,56.52875,1.708333333,0,0,0,1.708333333,1.708333333,1.81,0,0,0,1.81,1.81,17.08333333,18.13,10,8.541666667,9.07,20,5.125,5.44,33.33,0.290416667,0.31,3.39,0,0,1.708333333,0,0,1.708333333,0,0,0,0,0,0,0,0,0,57.06
KYLE.BRODZIAK,20112012,143.63,5,5,1,6,11,10,2.09,2.09,0.42,2.51,4.6,4.18,29,12.11,17.24,26,10.86,19.23,18,7.52,27.78,4.18,1.74,16.06,15,6.27,1,5,5,0,0,43,36,54.43,3,1,-2,6,0,17.14
KYLE.BRODZIAK,20122013,111.46875,1.708333333,1.708333333,0,1.708333333,3.416666667,3.416666667,0.92,0.92,0,0.92,1.84,1.84,34.16666667,18.39,5,29.04166667,15.63,5.88,23.91666667,12.87,7.14,3.348333333,1.8,11.53,15.375,8.28,0,3.416666667,0,0,0,47.83333333,27.33333333,63.64,0,0,0,1.708333333,0,22.17
KYLE.OKPOSO,20112012,142.61,3,1,2,3,6,4,1.26,0.42,0.84,1.26,2.52,1.68,29,12.2,10.34,19,7.99,15.79,11,4.63,27.27,2.52,1.06,13.24,13,5.47,2,8,2,2,1,16,21,43.24,5,2,-3,0,0,22.91
KYLE.OKPOSO,20122013,123.4783333,0,0,3.416666667,3.416666667,3.416666667,0,0,0,1.66,1.66,1.66,0,29.04166667,14.11,0,18.79166667,9.13,0,17.08333333,8.3,0,2.852916667,1.39,15.21,11.95833333,5.81,1.708333333,10.25,3.416666667,1.708333333,0,11.95833333,8.541666667,58.33,3.416666667,5.125,1.708333333,3.416666667,0,16.83
KYLE.OKPOSO,20132014,255.93,5,3,2,5,10,8,1.17,0.7,0.47,1.17,2.34,1.88,85,19.93,5.88,58,13.6,8.62,44,10.32,11.36,6.98,1.64,12.03,37,8.67,1,12,7,0,0,26,25,50.98,6,2,-4,1,1,22.28
KYLE.OKPOSO,20142015,208.66,6,4,4,8,14,10,1.73,1.15,1.15,2.3,4.03,2.88,72,20.7,8.33,57,16.39,10.53,36,10.35,16.67,6.25,1.8,10.96,24,6.9,1,14,8,3,0,18,24,42.86,0,0,0,1,0,21.4
KYLE.OKPOSO,20152016,226.76,6,4,9,13,19,10,1.59,1.06,2.38,3.44,5.03,2.65,80,21.17,7.5,53,14.02,11.32,41,10.85,14.63,5.31,1.41,10.03,24,6.35,5,15,4,4,0,2,2,50,1,3,2,3,1,27.95
KYLE.PALMIERI,20122013,101.9191667,3.416666667,0,1.708333333,1.708333333,5.125,3.416666667,2.01,0,1.01,1.01,3.02,2.01,35.875,21.12,9.52,27.33333333,16.09,12.5,18.79166667,11.06,18.18,2.989583333,1.76,10.95,13.66666667,8.05,5.125,15.375,1.708333333,0,0,0,0,0,0,0,0,3.416666667,1.708333333,20.8
KYLE.PALMIERI,20132014,96.57,0,0,0,0,0,0,0,0,0,0,0,0,35,21.75,0,30,18.64,0,22,13.67,0,2.35,1.46,7.82,7,4.35,6,8,2,0,3,2,0,100,1,1,0,1,0,28.25
KYLE.PALMIERI,20142015,102.75,3,3,3,6,9,6,1.75,1.75,1.75,3.5,5.26,3.5,37,21.61,8.11,31,18.1,9.68,22,12.85,13.64,3.42,2,11.03,12,7.01,3,10,5,2,0,2,1,66.67,1,1,0,1,0,23.99
KYLE.PALMIERI,20152016,205.73,8,7,3,10,18,15,2.33,2.04,0.87,2.92,5.25,4.37,120,35,6.67,92,26.83,8.7,72,21,11.11,6.18,1.8,6.72,20,5.83,5,5,9,3,1,0,1,0,2,1,-1,3,2,39.63
KYLE.QUINCEY,20112012,174.19,3,0,4,4,7,3,1.03,0,1.38,1.38,2.41,1.03,80,27.56,3.75,50,17.22,6,38,13.09,7.89,2.23,0.77,4.46,3,1.03,6,10,3,1,1,0,0,0,3,0,-3,0,2,49.02
KYLE.QUINCEY,20122013,88.79916667,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,1.15,0,1.15,1.15,1.15,32.45833333,21.93,0,15.375,10.39,0,11.95833333,8.08,0,0.649166667,0.44,4.26,1.708333333,1.15,3.416666667,1.708333333,0,0,0,0,0,0,1.708333333,0,-1.708333333,0,0,52.35
KYLE.QUINCEY,20132014,48.75,0,0,0,0,0,0,0,0,0,0,0,0,7,8.62,0,5,6.15,0,3,3.69,0,0.22,0.27,4.35,0,0,0,1,0,0,0,0,0,0,2,0,-2,1,2,54.85
KYLE.QUINCEY,20142015,30.5,0,0,0,0,0,0,0,0,0,0,0,0,2,3.93,0,1,1.97,0,1,1.97,0,0.07,0.13,6.64,0,0,1,0,1,0,0,0,0,0,3,0,-3,0,0,0
KYLE.TURRIS,20112012,105.05,1,2,2,4,5,3,0.57,1.14,1.14,2.28,2.86,1.71,21,11.99,4.76,15,8.57,6.67,13,7.43,7.69,1.36,0.78,9.07,4,2.28,1,4,2,1,0,47,48,49.47,1,0,-1,2,0,33.91
KYLE.TURRIS,20122013,223.8429167,3.416666667,6.833333333,3.416666667,10.25,13.66666667,10.25,0.92,1.83,0.92,2.75,3.66,2.75,41,10.99,8.33,32.45833333,8.7,10.53,22.20833333,5.95,15.38,2.289166667,0.61,7.04,5.125,1.37,1.708333333,15.375,6.833333333,1.708333333,1.708333333,97.375,138.375,41.3,3.416666667,1.708333333,-1.708333333,0,0,31.29
KYLE.TURRIS,20132014,199.11,6,4,3,7,13,10,1.81,1.21,0.9,2.11,3.92,3.01,52,15.67,11.54,36,10.85,16.67,25,7.53,24,3.29,0.99,9.15,10,3.01,1,7,6,4,0,84,68,55.26,4,0,-4,2,0,33.05
KYLE.TURRIS,20142015,243.87,3,7,5,12,15,10,0.74,1.72,1.23,2.95,3.69,2.46,93,22.88,3.23,60,14.76,5,40,9.84,7.5,4.26,1.05,7.09,13,3.2,4,12,10,0,1,106,83,56.08,2,0,-2,1,0,34.8
KYLE.TURRIS,20152016,181.03,2,3,2,5,7,5,0.66,0.99,0.66,1.66,2.32,1.66,51,16.9,3.92,37,12.26,5.41,24,7.95,8.33,2.72,0.9,7.34,10,3.31,0,12,2,0,0,90,81,52.63,3,1,-2,0,1,35.37
KYLE.WELLWOOD,20112012,155.15,4,2,2,4,8,6,1.55,0.77,0.77,1.55,3.09,2.32,18,6.96,22.22,13,5.03,30.77,9,3.48,44.44,1.82,0.71,14.04,9,3.48,0,6,4,0,0,31,23,57.41,1,1,0,3,0,20.01
KYLE.WELLWOOD,20122013,72.31375,0,0,3.416666667,3.416666667,3.416666667,0,0,0,2.83,2.83,2.83,0,5.125,4.25,0,3.416666667,2.83,0,1.708333333,1.42,0,0.273333333,0.22,7.8,0,0,5.125,0,0,0,0,20.5,8.541666667,70.59,1.708333333,0,-1.708333333,0,0,27.34
LARS.ELLER,20112012,66.48,2,1,0,1,3,3,1.81,0.9,0,0.9,2.71,2.71,15,13.54,13.33,14,12.64,14.29,11,9.93,18.18,1.82,1.64,13.01,9,8.12,1,5,1,0,0,11,6,64.71,3,1,-2,1,0,17.6
LARS.ELLER,20122013,70.50291667,1.708333333,3.416666667,3.416666667,6.833333333,8.541666667,5.125,1.45,2.91,2.91,5.82,7.27,4.36,22.20833333,18.9,7.69,17.08333333,14.54,10,10.25,8.72,16.67,1.9475,1.66,11.42,6.833333333,5.82,0,5.125,1.708333333,3.416666667,0,23.91666667,18.79166667,56,0,1.708333333,1.708333333,1.708333333,1.708333333,29.61
LARS.ELLER,20132014,99.4,2,0,1,1,3,2,1.21,0,0.6,0.6,1.81,1.21,26,15.69,7.69,20,12.07,10,12,7.24,16.67,2.23,1.34,11.14,7,4.23,2,11,1,0,0,48,36,57.14,1,0,-1,5,0,27.33
LARS.ELLER,20142015,47.57,1,0,1,1,2,1,1.26,0,1.26,1.26,2.52,1.26,7,8.83,14.29,7,8.83,14.29,7,8.83,14.29,0.48,0.6,6.83,2,2.52,0,7,0,0,0,11,8,57.89,3,1,-2,0,1,20.88
LARS.ELLER,20152016,85.33,1,0,0,0,1,1,0.7,0,0,0,0.7,0.7,17,11.95,5.88,15,10.55,6.67,11,7.73,9.09,1.43,1.01,9.55,8,5.63,0,2,1,1,0,15,21,41.67,0,0,0,0,1,26.99
LAURI.KORPIKOSKI,20112012,72.21,0,2,0,2,2,2,0,1.66,0,1.66,1.66,1.66,15,12.46,0,9,7.48,0,4,3.32,0,0.76,0.63,8.42,4,3.32,3,6,1,0,0,3,7,30,1,1,0,0,2,27.64
LAURI.KORPIKOSKI,20122013,92.74541667,1.708333333,0,1.708333333,1.708333333,3.416666667,1.708333333,1.11,0,1.11,1.11,2.21,1.11,20.5,13.26,8.33,11.95833333,7.74,14.29,10.25,6.63,16.67,1.059166667,0.68,8.85,1.708333333,1.11,0,11.95833333,0,0,0,3.416666667,3.416666667,50,0,0,0,1.708333333,1.708333333,18.02
LAURI.KORPIKOSKI,20132014,56.26,1,0,1,1,2,1,1.07,0,1.07,1.07,2.13,1.07,16,17.06,6.25,15,16,6.67,14,14.93,7.14,1.56,1.66,10.4,8,8.53,0,5,1,0,2,0,0,0,1,1,0,0,0,19.13
LAURI.KORPIKOSKI,20142015,71.61,5,3,0,3,8,8,4.19,2.51,0,2.51,6.7,6.7,20,16.76,25,19,15.92,26.32,11,9.22,45.45,2.6,2.18,13.69,13,10.89,1,5,2,0,0,0,1,0,0,0,0,2,0,19.63
LAURI.KORPIKOSKI,20152016,65.29,2,2,2,4,6,4,1.84,1.84,1.84,3.68,5.51,3.68,13,11.95,15.38,11,10.11,18.18,10,9.19,20,2.13,1.95,19.32,8,7.35,0,5,1,1,1,1,1,50,0,0,0,3,1,13.8
LEE.STEMPNIAK,20112012,120.23,2,2,1,3,5,4,1,1,0.5,1.5,2.5,2,31,15.47,6.45,24,11.98,8.33,18,8.98,11.11,2.28,1.14,9.5,10,4.99,1,6,1,1,0,0,1,0,0,0,0,0,1,25.74
LEE.STEMPNIAK,20122013,146.8483333,6.833333333,0,1.708333333,1.708333333,8.541666667,6.833333333,2.79,0,0.7,0.7,3.49,2.79,32.45833333,13.26,21.05,30.75,12.56,22.22,22.20833333,9.07,30.77,4.04875,1.66,13.18,15.375,6.28,5.125,3.416666667,1.708333333,1.708333333,0,1.708333333,5.125,25,3.416666667,1.708333333,-1.708333333,1.708333333,1.708333333,21.49
LEE.STEMPNIAK,20132014,140.07,0,2,1,3,3,2,0,0.86,0.43,1.29,1.29,0.86,35,14.99,0,29,12.42,0,18,7.71,0,4.52,1.94,15.58,22,9.42,6,2,3,1,0,1,3,25,3,2,-1,2,0,18.12
LEE.STEMPNIAK,20142015,72.15,0,1,0,1,1,1,0,0.83,0,0.83,0.83,0.83,22,18.3,0,14,11.64,0,11,9.15,0,1.32,1.09,9.4,6,4.99,0,4,4,0,0,0,4,0,0,0,0,0,0,28.33
LEE.STEMPNIAK,20152016,154.33,3,5,2,7,10,8,1.17,1.94,0.78,2.72,3.89,3.11,27,10.5,11.11,23,8.94,13.04,12,4.67,25,2.72,1.06,11.84,11,4.28,2,6,3,1,0,1,0,100,1,0,-1,2,0,21.16
LEO.KOMAROV,20152016,149.76,4,2,1,3,7,6,1.6,0.8,0.4,1.2,2.8,2.4,36,14.42,11.11,36,14.42,11.11,24,9.62,16.67,5.18,2.07,14.38,24,9.62,9,3,1,2,2,2,2,50,0,0,0,2,1,17.5
LEON.DRAISAITL,20142015,72.14,1,0,1,1,2,1,0.83,0,0.83,0.83,1.66,0.83,16,13.31,6.25,14,11.64,7.14,10,8.32,10,1.42,1.18,10.17,5,4.16,0,4,5,0,0,16,29,35.56,0,0,0,1,0,24.66
LEON.DRAISAITL,20152016,186.65,5,3,1,4,9,8,1.61,0.96,0.32,1.29,2.89,2.57,36,11.57,13.89,30,9.64,16.67,21,6.75,23.81,4.02,1.29,13.39,16,5.14,2,9,8,1,0,52,67,43.7,0,0,0,4,1,22.64
LINDEN.VEY,20142015,142.71,4,1,1,2,6,5,1.68,0.42,0.42,0.84,2.52,2.1,25,10.51,16,21,8.83,19.05,15,6.31,26.67,2.39,1.01,11.39,12,5.05,1,3,3,1,0,20,23,46.51,3,1,-2,1,1,21.68
LINDEN.VEY,20152016,94.52,3,0,2,2,5,3,1.9,0,1.27,1.27,3.17,1.9,15,9.52,20,13,8.25,23.08,8,5.08,37.5,2.41,1.53,18.55,12,7.62,0,3,2,0,0,17,21,44.74,0,0,0,2,0,15.43
LOGAN.COUTURE,20112012,212.26,11,10,5,15,26,21,3.11,2.83,1.41,4.24,7.35,5.94,83,23.46,13.25,61,17.24,18.03,45,12.72,24.44,6.57,1.86,10.77,24,6.78,0,9,11,5,1,43,33,56.58,1,2,1,8,0,22.67
LOGAN.COUTURE,20122013,250.305,11.95833333,1.708333333,6.833333333,8.541666667,20.5,13.66666667,2.87,0.41,1.64,2.05,4.91,3.28,124.7083333,29.89,9.59,95.66666667,22.93,12.5,66.625,15.97,17.95,9.361666667,2.24,9.78,37.58333333,9.01,1.708333333,3.416666667,11.95833333,1.708333333,1.708333333,6.833333333,8.541666667,44.44,0,1.708333333,1.708333333,8.541666667,1.708333333,28.02
LOGAN.COUTURE,20132014,213.69,4,4,4,8,12,8,1.12,1.12,1.12,2.25,3.37,2.25,116,32.57,3.45,87,24.43,4.6,63,17.69,6.35,8.53,2.4,9.81,32,8.98,0,14,6,2,1,24,21,53.33,1,1,0,3,3,25.1
LOGAN.COUTURE,20142015,255.43,6,6,9,15,21,12,1.41,1.41,2.11,3.52,4.93,2.82,118,27.72,5.08,91,21.38,6.59,59,13.86,10.17,9.66,2.27,10.62,39,9.16,0,8,14,6,0,16,10,61.54,2,1,-1,7,4,29.57
LOGAN.COUTURE,20152016,171.32,3,3,5,8,11,6,1.05,1.05,1.75,2.8,3.85,2.1,74,25.92,4.05,49,17.16,6.12,36,12.61,8.33,5.15,1.81,10.52,22,7.7,1,5,5,7,1,0,4,0,1,1,0,3,3,28.61
LOGAN.SHAW,20152016,64.17,1,0,0,0,1,1,0.94,0,0,0,0.94,0.94,12,11.22,8.33,11,10.29,9.09,9,8.42,11.11,1.77,1.66,16.13,6,5.61,1,3,0,1,0,0,1,0,1,1,0,1,1,20.75
LOUI.ERIKSSON,20112012,211.18,4,4,2,6,10,8,1.14,1.14,0.57,1.7,2.84,2.27,47,13.35,8.51,39,11.08,10.26,32,9.09,12.5,4.64,1.32,11.89,22,6.25,0,11,4,3,0,0,1,0,0,1,1,2,1,17.1
