Player,Season,GP,TOI,CF,CA,CF60,CA60,CF%,CSh%,CSv%,FF,FA,FF60,FA60,FF%,FSh%,FSv%,SF,SA,SF60,SA60,SF%,Sh%,Sv%,xGF,xGA,xGF60,xGA60,xGF%,xFSh%,xFSv%,Adj.FSv%,SCF,SCA,SCF60,SCA60,SCF%,PDO,xPDO,GF,GA,GF60,GA60,GF%,FO%,PENDIFF
MATT.CARKNER,20112012,29,315.03,310,298,59.04,56.76,50.99,3.87,95.97,210,219,40,41.71,48.95,5.71,94.52,150,166,28.57,31.62,47.47,8,92.77,8.75,12.96,1.67,2.47,40.29,4.16,94.08,0.44,22,41,4.19,7.81,34.92,100.77,98.25,12,12,2.29,2.29,50,48.97,-7
MATT.CARKNER,20122013,37.58333333,446.9,454.4166667,442.4583333,61.01,59.4,50.67,3.76,95.37,333.125,328,44.72,44.04,50.39,5.13,93.75,246,225.5,33.03,30.28,52.17,6.94,90.91,12.79,11.2,2.93,2.57,53.31,6.56,94.17,-0.42,78.58333333,58.08333333,10.55,7.8,57.5,97.85,100.72,17.08333333,20.5,2.29,2.75,45.45,45.92,-5.125
MATT.CARKNER,20132014,53,605.77,601,613,59.53,60.72,49.51,2.66,95.92,450,447,44.57,44.27,50.17,3.56,94.41,350,321,34.67,31.79,52.16,4.57,92.21,26.59,28.76,2.63,2.85,48.04,5.91,93.57,0.84,93,103,9.21,10.2,47.45,96.78,99.47,16,25,1.58,2.48,39.02,45.67,-13
MATT.CARLE,20112012,82,1380.07,1371,1284,59.61,55.82,51.64,4.38,95.64,994,918,43.22,39.91,51.99,6.04,93.9,734,668,31.91,29.04,52.35,8.17,91.62,66.96,58.18,2.91,2.53,53.51,6.74,93.66,0.24,230,182,10,7.91,55.83,99.79,100.4,60,56,2.61,2.43,51.72,47.35,8
MATT.CARLE,20122013,82,1415.097917,1202.666667,1405.958333,50.99,59.61,46.1,4.97,95.63,900.2916667,1040.375,38.17,44.11,46.39,6.64,94.09,638.9166667,751.6666667,27.09,31.87,45.95,9.36,91.82,31.76,34.69,2.3,2.51,47.8,6.03,94.3,-0.22,186.2083333,177.6666667,7.9,7.53,51.17,101.18,100.33,59.79166667,61.5,2.54,2.61,49.3,50.67,-3.416666667
MATT.CARLE,20132014,82,1367.78,1248,1362,54.75,59.75,47.82,4.57,96.26,954,1005,41.85,44.09,48.7,5.97,94.93,690,698,30.27,30.62,49.71,8.26,92.69,53.28,56.93,2.34,2.5,48.35,5.59,94.34,0.59,164,168,7.19,7.37,49.4,100.95,99.92,57,51,2.5,2.24,52.78,50.42,1
MATT.CARLE,20142015,59,963.09,919,802,57.25,49.96,53.4,4.35,96.26,682,583,42.49,36.32,53.91,5.87,94.85,507,426,31.59,26.54,54.34,7.89,92.96,38.89,34.82,2.42,2.17,52.76,5.7,94.03,0.83,114,115,7.1,7.16,49.78,100.85,99.73,40,30,2.49,1.87,57.14,51.55,-9
MATT.CARLE,20152016,64,902.51,790,864,52.52,57.44,47.76,4.18,96.41,586,627,38.96,41.68,48.31,5.63,95.06,431,433,28.65,28.79,49.88,7.66,92.84,29.99,33.49,1.99,2.23,47.24,5.12,94.66,0.4,92,107,6.12,7.11,46.23,100.5,99.78,33,31,2.19,2.06,51.56,50,1
MATT.COOKE,20112012,82,932.99,882,788,56.72,50.68,52.81,4.42,94.8,650,576,41.8,37.04,53.02,6,92.88,478,439,30.74,28.23,52.13,8.16,90.66,39.12,34.52,2.52,2.22,53.13,6.02,94.01,-1.13,135,112,8.68,7.2,54.66,98.82,100.03,39,41,2.51,2.64,48.75,53.22,3
MATT.COOKE,20122013,82,980.87375,808.0416667,1023.291667,49.43,62.59,44.12,4.65,95.83,597.9166667,739.7083333,36.57,45.25,44.7,6.29,94.23,440.75,522.75,26.96,31.98,45.74,8.53,91.83,20.26,24.43,2.12,2.55,45.33,5.79,94.36,-0.13,99.08333333,119.5833333,6.06,7.31,45.31,100.36,100.15,37.58333333,42.70833333,2.3,2.61,46.81,50.26,-17.08333333
MATT.COOKE,20132014,82,1004.62,754,912,45.03,54.47,45.26,4.24,97.04,525,662,31.36,39.54,44.23,6.1,95.92,378,472,22.58,28.19,44.47,8.47,94.28,29.82,36.61,1.78,2.19,44.89,5.68,94.47,1.45,88,106,5.26,6.33,45.36,102.75,100.15,32,27,1.91,1.61,54.24,49.6,0
MATT.COOKE,20142015,29,289.68,220,289,45.57,59.86,43.22,4.55,95.85,165,203,34.18,42.05,44.84,6.06,94.09,119,138,24.65,28.58,46.3,8.4,91.3,8.87,11.01,1.84,2.28,44.63,5.38,94.58,-0.49,27,32,5.59,6.63,45.76,99.71,99.96,10,12,2.07,2.49,45.45,42.19,14
MATT.CULLEN,20112012,73,951.84,836,928,52.7,58.5,47.39,3.71,95.69,618,695,38.96,43.81,47.07,5.02,94.24,466,492,29.37,31.01,48.64,6.65,91.87,38.37,37,2.42,2.33,50.91,6.21,94.68,-0.43,113,109,7.12,6.87,50.9,98.52,100.89,31,40,1.95,2.52,43.66,54.24,-5
MATT.CULLEN,20122013,71.75,837.6983333,739.7083333,775.5833333,52.98,55.55,48.82,6.93,95.81,548.375,587.6666667,39.28,42.09,48.27,9.35,94.48,384.375,421.9583333,27.53,30.22,47.67,13.33,92.31,23.76,16.93,2.91,2.07,58.39,7.4,95.08,-0.6,134.9583333,92.25,9.67,6.61,59.4,105.64,102.48,51.25,32.45833333,3.67,2.32,61.22,54.71,-5.125
MATT.CULLEN,20132014,77,927.04,880,861,56.96,55.73,50.55,5.34,95.24,662,655,42.85,42.39,50.27,7.1,93.74,506,453,32.75,29.32,52.76,9.29,90.95,41.25,35.54,2.67,2.3,53.72,6.23,94.57,-0.83,134,109,8.67,7.05,55.14,100.24,100.8,47,41,3.04,2.65,53.41,56.5,16
MATT.CULLEN,20142015,62,694.11,692,602,59.82,52.04,53.48,4.77,96.18,527,442,45.55,38.21,54.39,6.26,94.8,396,342,34.23,29.56,53.66,8.33,93.27,30.1,23.94,2.6,2.07,55.7,5.71,94.58,0.21,91,74,7.87,6.4,55.15,101.61,100.3,33,23,2.85,1.99,58.93,51.21,-9
MATT.CULLEN,20152016,82,848.12,766,782,54.19,55.32,49.48,3.92,96.04,581,574,41.1,40.61,50.3,5.16,94.6,428,429,30.28,30.35,49.94,7.01,92.77,38.62,30.07,2.73,2.13,56.23,6.65,94.76,-0.16,139,95,9.83,6.72,59.4,99.78,101.41,30,31,2.12,2.19,49.18,57.36,-5
MATT.D'AGOSTINI,20112012,55,630,635,528,60.48,50.29,54.6,3.78,97.54,491,388,46.76,36.95,55.86,4.89,96.65,340,289,32.38,27.52,54.05,7.06,95.5,29.55,21.99,2.81,2.09,57.33,6.02,94.33,2.32,96,70,9.14,6.67,57.83,102.56,100.35,24,13,2.29,1.24,64.86,50.09,4
MATT.D'AGOSTINI,20122013,49.54166667,526.7475,432.2083333,370.7083333,49.23,42.23,53.83,2.77,94.47,292.125,246,33.27,28.02,54.29,4.09,91.67,194.75,186.2083333,22.18,21.21,51.12,6.14,88.99,8,9.3,1.56,1.81,46.23,4.68,93.54,-1.87,34.16666667,47.83333333,3.89,5.45,41.67,95.13,98.22,11.95833333,20.5,1.36,2.34,36.84,49.47,15.375
MATT.D'AGOSTINI,20132014,57,693.04,581,649,50.3,56.19,47.24,1.89,95.99,417,466,36.1,40.34,47.23,2.64,94.42,300,338,25.97,29.26,47.02,3.67,92.31,21.61,27.77,1.87,2.4,43.76,5.18,94.04,0.38,68,89,5.89,7.71,43.31,95.97,99.22,11,26,0.95,2.25,29.73,47.08,12
MATT.DONOVAN,20112012,3,50.65,37,36,43.83,42.65,50.68,2.7,91.67,29,27,34.35,31.98,51.79,3.45,88.89,19,18,22.51,21.32,51.35,5.26,83.33,2.12,1.65,2.51,1.96,56.21,7.31,93.88,-4.99,7,7,8.29,8.29,50,88.6,101.19,1,3,1.18,3.55,25,56.82,0
MATT.DONOVAN,20132014,52,750.34,791,677,63.25,54.14,53.88,3.92,94.39,596,518,47.66,41.42,53.5,5.2,92.66,424,362,33.9,28.95,53.94,7.31,89.5,35.66,35.82,2.85,2.86,49.89,5.98,93.09,-0.42,125,135,10,10.8,48.08,96.81,99.07,31,38,2.48,3.04,44.93,50.3,-5
MATT.DONOVAN,20142015,12,186.63,167,175,53.69,56.26,48.83,4.79,97.14,124,123,39.86,39.54,50.2,6.45,95.93,89,88,28.61,28.29,50.28,8.99,94.32,10.32,9.05,3.32,2.91,53.29,8.32,92.64,3.29,38,32,12.22,10.29,54.29,103.31,100.97,8,5,2.57,1.61,61.54,42.94,5
MATT.DUCHENE,20112012,58,746.42,783,691,62.94,55.55,53.12,2.94,96.09,572,521,45.98,41.88,52.33,4.02,94.82,418,383,33.6,30.79,52.18,5.5,92.95,33.49,29.18,2.69,2.35,53.43,5.85,94.4,0.42,117,96,9.4,7.72,54.93,98.45,100.25,23,27,1.85,2.17,46,51.66,15
MATT.DUCHENE,20122013,80.29166667,1179.757917,1165.083333,1226.583333,59.25,62.38,48.71,4.84,94.71,864.4166667,891.75,43.96,45.35,49.22,6.52,92.72,642.3333333,644.0416667,32.67,32.75,49.93,8.78,89.92,31.24,33.74,2.71,2.93,48.08,6.17,93.54,-0.82,160.5833333,186.2083333,8.17,9.47,46.31,98.7,99.71,56.375,64.91666667,2.87,3.3,46.48,55.65,-6.833333333
MATT.DUCHENE,20132014,71,1018.31,995,1024,58.63,60.34,49.28,5.33,94.92,751,790,44.25,46.55,48.73,7.06,93.42,563,561,33.17,33.05,50.09,9.41,90.73,49.39,46.11,2.91,2.72,51.72,6.58,94.16,-0.75,185,160,10.9,9.43,53.62,100.14,100.74,53,52,3.12,3.06,50.48,48.44,11
MATT.DUCHENE,20142015,82,1206.79,989,1299,49.17,64.58,43.23,5.86,96.07,748,968,37.19,48.13,43.59,7.75,94.73,567,703,28.19,34.95,44.65,10.23,92.75,43.69,57.98,2.17,2.88,42.97,5.84,94.01,0.72,149,196,7.41,9.74,43.19,102.97,99.85,58,51,2.88,2.54,53.21,51.91,-4
MATT.DUCHENE,20152016,76,1079.45,990,1190,55.03,66.14,45.41,4.65,96.22,744,880,41.35,48.91,45.81,6.18,94.89,544,639,30.24,35.52,45.98,8.46,92.96,41.62,51.62,2.31,2.87,44.64,5.59,94.13,0.75,135,186,7.5,10.34,42.06,101.41,99.73,46,45,2.56,2.5,50.55,52.26,34
MATT.DUMBA,20142015,58,714,683,621,57.39,52.18,52.38,5.86,95.81,504,431,42.35,36.22,53.9,7.94,93.97,360,326,30.25,27.39,52.48,11.11,92.02,29.13,24.39,2.45,2.05,54.42,5.78,94.34,-0.37,91,66,7.65,5.55,57.96,103.14,100.12,40,26,3.36,2.18,60.61,51.19,3
MATT.DUMBA,20152016,81,1111.65,972,1068,52.46,57.64,47.65,5.04,96.16,734,795,39.62,42.91,48.01,6.68,94.84,512,551,27.63,29.74,48.17,9.57,92.56,39.39,44.11,2.13,2.38,47.17,5.37,94.45,0.39,126,147,6.8,7.93,46.15,102.13,99.82,49,41,2.64,2.21,54.44,53.55,14
MATT.ELLIS,20112012,60,548.1,477,469,52.22,51.34,50.42,3.14,96.16,356,361,38.97,39.52,49.65,4.21,95.01,263,243,28.79,26.6,51.98,5.7,92.59,19.88,18.59,2.18,2.04,51.67,5.58,94.85,0.16,56,64,6.13,7.01,46.67,98.3,100.43,15,18,1.64,1.97,45.45,48.13,-9
MATT.ELLIS,20132014,50,384.7,284,377,44.29,58.8,42.97,2.11,96.29,211,256,32.91,39.93,45.18,2.84,94.53,150,194,23.39,30.26,43.6,4,92.78,11.51,14.32,1.8,2.23,44.57,5.46,94.41,0.12,41,47,6.39,7.33,46.59,96.78,99.86,6,14,0.94,2.18,30,48.24,-14
MATT.ELLIS,20142015,39,273.57,191,315,41.89,69.09,37.75,2.62,94.92,150,230,32.9,50.44,39.47,3.33,93.04,116,169,25.44,37.07,40.7,4.31,90.53,7.13,12.22,1.56,2.68,36.84,4.75,94.69,-1.64,22,37,4.83,8.11,37.29,94.84,99.44,5,16,1.1,3.51,23.81,49.22,6
MATT.FRASER,20122013,20.5,223.2791667,194.75,182.7916667,52.33,49.12,51.58,3.51,97.2,124.7083333,136.6666667,33.51,36.73,47.71,5.48,96.25,87.125,92.25,23.41,24.79,48.57,7.84,94.44,3.35,4.46,1.54,2.05,42.88,4.59,94.42,1.83,13.66666667,18.79166667,3.67,5.05,42.11,102.29,99.01,6.833333333,5.125,1.84,1.38,57.14,53.6,-1.708333333
MATT.FRASER,20132014,14,131.18,124,110,56.72,50.31,52.99,4.03,96.36,92,85,42.08,38.88,51.98,5.43,95.29,65,65,29.73,29.73,50,7.69,93.85,5.52,4.02,2.53,1.84,57.89,6,95.28,0.02,17,13,7.78,5.95,56.67,101.54,101.28,5,4,2.29,1.83,55.56,40,-2
MATT.FRASER,20142015,60,632.3,501,593,47.54,56.27,45.8,3.19,94.77,369,442,35.02,41.94,45.5,4.34,92.99,255,317,24.2,30.08,44.58,6.27,90.22,17.25,28.36,1.64,2.69,37.82,4.67,93.58,-0.6,52,91,4.93,8.64,36.36,96.5,98.26,16,31,1.52,2.94,34.04,51.19,-6
MATT.FRATTIN,20112012,56,677.09,596,627,52.81,55.56,48.73,4.36,96.17,438,460,38.81,40.76,48.78,5.94,94.78,314,325,27.82,28.8,49.14,8.28,92.62,24.66,27.67,2.19,2.45,47.12,5.63,93.98,0.8,83,92,7.36,8.15,47.43,100.9,99.61,26,24,2.3,2.13,52,48.03,-6
MATT.FRATTIN,20122013,42.70833333,521.3320833,488.5833333,533,56.23,61.34,47.83,5.94,96.15,331.4166667,370.7083333,38.14,42.66,47.2,8.76,94.47,218.6666667,263.0833333,25.17,30.28,45.39,13.28,92.21,10.28,12.94,2.02,2.54,44.27,5.3,94.04,0.43,52.95833333,76.875,6.09,8.85,40.79,105.49,99.34,29.04166667,20.5,3.34,2.36,58.62,51.96,5.125
MATT.FRATTIN,20132014,44,464.46,425,380,54.9,49.09,52.8,2.59,96.32,313,295,40.43,38.11,51.48,3.51,95.25,213,213,27.52,27.52,50,5.16,93.43,18.19,16.2,2.35,2.09,52.89,5.81,94.51,0.75,54,55,6.98,7.11,49.54,98.59,100.32,11,14,1.42,1.81,44,54.19,6
MATT.FRATTIN,20142015,9,62.2,54,59,52.09,56.91,47.79,0,100,36,45,34.73,43.41,44.44,0,100,25,36,24.12,34.73,40.98,0,100,1.37,2.86,1.32,2.76,32.37,3.81,93.64,6.36,3,12,2.89,11.58,20,100,97.44,0,0,0,0,0,50,-2
MATT.GILROY,20112012,67,990.22,897,900,54.35,54.53,49.92,5.35,95.22,658,668,39.87,40.48,49.62,7.29,93.56,494,494,29.93,29.93,50,9.72,91.3,39.12,39.11,2.37,2.37,50.01,5.95,94.14,-0.58,131,133,7.94,8.06,49.62,101.01,100.09,48,43,2.91,2.61,52.75,48.02,9
MATT.GILROY,20122013,25.625,235.8695833,194.75,225.5,49.54,57.36,46.34,0,97.73,141.7916667,177.6666667,36.07,45.19,44.39,0,97.12,109.3333333,123,27.81,31.29,47.06,0,95.83,4.41,7.51,1.92,3.26,37.01,5.31,92.78,4.34,23.91666667,54.66666667,6.08,13.91,30.43,95.83,98.09,0,5.125,0,1.3,0,44.55,-5.125
MATT.GILROY,20132014,16,231.3,199,210,51.62,54.47,48.66,4.02,95.71,154,156,39.95,40.47,49.68,5.19,94.23,107,113,27.76,29.31,48.64,7.48,92.04,8.65,8.05,2.24,2.09,51.78,5.61,94.84,-0.61,22,22,5.71,5.71,50,99.51,100.45,8,9,2.08,2.33,47.06,49.23,4
MATT.GREENE,20112012,82,1058.03,1044,831,59.2,47.13,55.68,2.97,95.91,775,623,43.95,35.33,55.44,4,94.54,537,434,30.45,24.61,55.3,5.77,92.17,41.05,34.44,2.33,1.95,54.38,5.3,94.47,0.07,111,95,6.29,5.39,53.88,97.94,99.77,31,34,1.76,1.93,47.69,52.38,-4
MATT.GREENE,20122013,8.541666667,105.0454167,85.41666667,107.625,48.79,61.47,44.25,6,93.65,68.33333333,87.125,39.03,49.76,43.96,7.5,92.16,46.125,52.95833333,26.35,30.25,46.55,11.11,87.1,2.88,2.76,2.81,2.69,51.07,7.19,94.6,-2.44,25.625,23.91666667,14.64,13.66,51.72,98.21,101.79,5.125,6.833333333,2.93,3.9,42.86,51.85,-8.541666667
MATT.GREENE,20132014,38,460.84,503,358,65.49,46.61,58.42,2.58,96.65,370,252,48.17,32.81,59.49,3.51,95.24,242,179,31.51,23.31,57.48,5.37,93.3,18.94,14.36,2.47,1.87,56.87,5.12,94.3,0.94,61,45,7.94,5.86,57.55,98.67,99.42,13,12,1.69,1.56,52,53.49,-2
MATT.GREENE,20142015,82,1078.9,1083,911,60.23,50.66,54.31,3.6,95.72,806,683,44.82,37.98,54.13,4.84,94.29,550,479,30.59,26.64,53.45,7.09,91.86,45.19,36.48,2.51,2.03,55.33,5.61,94.66,-0.37,160,121,8.9,6.73,56.94,98.95,100.27,39,39,2.17,2.17,50,51.22,-3
MATT.HALISCHUK,20112012,73,699.35,477,643,40.92,55.17,42.59,6.08,96.58,371,479,31.83,41.1,43.65,7.82,95.41,289,349,24.79,29.94,45.3,10.03,93.7,23.08,28.24,1.98,2.42,44.98,6.22,94.1,1.3,82,83,7.04,7.12,49.7,103.73,100.33,29,22,2.49,1.89,56.86,49.78,-9
MATT.HALISCHUK,20122013,61.5,656.2904167,492,603.0416667,44.98,55.13,44.93,4.86,96.6,380.9583333,420.25,34.83,38.42,47.55,6.28,95.12,280.1666667,297.25,25.61,27.18,48.52,8.54,93.1,15.6,13.66,2.44,2.13,53.32,7,94.45,0.67,90.54166667,73.45833333,8.28,6.72,55.21,101.64,101.44,23.91666667,20.5,2.19,1.87,53.85,50.64,-10.25
MATT.HALISCHUK,20132014,46,458.6,374,467,48.93,61.1,44.47,4.01,96.15,275,332,35.98,43.44,45.3,5.45,94.58,198,238,25.9,31.14,45.41,7.58,92.44,18.36,20.28,2.4,2.65,47.51,6.67,93.89,0.69,60,73,7.85,9.55,45.11,100.01,100.57,15,18,1.96,2.35,45.45,43.8,10
MATT.HALISCHUK,20142015,47,426.22,362,373,50.96,52.51,49.25,4.42,97.05,282,270,39.7,38.01,51.09,5.67,95.93,205,191,28.86,26.89,51.77,7.8,94.24,19.14,17.84,2.69,2.51,51.76,6.79,93.39,2.53,66,65,9.29,9.15,50.38,102.05,100.18,16,11,2.25,1.55,59.26,51.55,-1
MATT.HALISCHUK,20152016,30,264.43,198,232,44.93,52.64,46.05,2.53,98.28,138,172,31.31,39.03,44.52,3.62,97.67,106,124,24.05,28.14,46.09,4.72,96.77,8.06,9.62,1.83,2.18,45.59,5.84,94.41,3.27,28,26,6.35,5.9,51.85,101.49,100.25,5,4,1.13,0.91,55.56,48.02,2
MATT.HENDRICKS,20112012,78,813.84,659,724,48.58,53.38,47.65,2.73,96.55,474,504,34.95,37.16,48.47,3.8,95.04,335,356,24.7,26.25,48.48,5.37,92.98,26.88,26.81,1.98,1.98,50.06,5.67,94.68,0.36,92,77,6.78,5.68,54.44,98.35,100.35,18,25,1.33,1.84,41.86,54.09,-7
MATT.HENDRICKS,20122013,82,784.79125,678.2083333,765.3333333,51.85,58.51,46.98,2.77,96.21,493.7083333,534.7083333,37.75,40.88,48.01,3.81,94.57,345.0833333,403.1666667,26.38,30.82,46.12,5.45,92.8,17.96,17.85,2.35,2.33,50.16,6.22,94.3,0.27,102.5,90.54166667,7.84,6.92,53.1,98.24,100.51,18.79166667,29.04166667,1.44,2.22,39.29,52.11,-11.95833333
MATT.HENDRICKS,20132014,77,738.9,504,709,40.93,57.57,41.55,1.79,97.18,377,505,30.61,41.01,42.74,2.39,96.04,285,347,23.14,28.18,45.09,3.16,94.24,21.09,25.77,1.71,2.09,45,5.59,94.9,1.14,64,70,5.2,5.68,47.76,97.39,100.49,9,20,0.73,1.62,31.03,60.59,-33
MATT.HENDRICKS,20142015,71,737.08,597,727,48.6,59.18,45.09,2.51,95.46,442,493,35.98,40.13,47.27,3.39,93.31,307,334,24.99,27.19,47.89,4.89,90.12,21.21,29.34,1.73,2.39,41.96,4.8,94.05,-0.74,61,96,4.97,7.81,38.85,95.01,98.85,15,33,1.22,2.69,31.25,55.28,-14
MATT.HENDRICKS,20152016,68,705.38,595,711,50.61,60.48,45.56,2.18,98.03,423,506,35.98,43.04,45.53,3.07,97.23,299,355,25.43,30.2,45.72,4.35,96.06,22.89,28.3,1.95,2.41,44.72,5.41,94.41,2.83,73,94,6.21,8,43.71,100.4,99.82,13,14,1.11,1.19,48.15,56.15,-5
MATTHEW.IRWIN,20122013,6.833333333,108.0691667,124.7083333,95.66666667,69.24,53.11,56.59,4.11,100,85.41666667,64.91666667,47.42,36.04,56.82,6,100,71.75,42.70833333,39.84,23.71,62.69,7.14,100,3.23,1.94,3.06,1.84,62.49,6.46,94.9,5.1,11.95833333,6.833333333,6.64,3.79,63.64,107.14,101.36,5.125,0,2.85,0,100,60.29,-6.833333333
MATTHEW.LOMBARDI,20112012,62,707.44,610,705,51.74,59.79,46.39,3.61,94.47,447,524,37.91,44.44,46.04,4.92,92.56,314,372,26.63,31.55,45.77,7.01,89.52,26.9,30.63,2.28,2.6,46.76,6.02,94.16,-1.6,89,92,7.55,7.8,49.17,96.52,100.17,22,39,1.87,3.31,36.07,50.43,4
MATTHEW.LOMBARDI,20122013,47.83333333,547.9991667,485.1666667,575.7083333,53.12,63.03,45.73,3.52,96.14,360.4583333,425.375,39.47,46.57,45.87,4.74,94.78,263.0833333,292.125,28.8,31.98,47.38,6.49,92.4,11.33,15.21,2.12,2.85,42.67,5.37,93.89,0.89,51.25,70.04166667,5.61,7.67,42.25,98.89,99.26,17.08333333,22.20833333,1.87,2.43,43.48,44.4,0
MATTHEW.NIETO,20132014,19,203.81,235,183,69.18,53.87,56.22,2.55,96.72,173,126,50.93,37.09,57.86,3.47,95.24,125,93,36.8,27.38,57.34,4.8,93.55,11.2,5.45,3.3,1.61,67.26,6.47,95.67,-0.43,40,11,11.78,3.24,78.43,98.35,102.15,6,6,1.77,1.77,50,58.59,6
MATT.HUNWICK,20112012,33,486.84,483,438,59.53,53.98,52.44,2.48,96.58,351,328,43.26,40.42,51.69,3.42,95.43,271,232,33.4,28.59,53.88,4.43,93.53,20.78,18,2.56,2.22,53.58,5.92,94.51,0.92,72,67,8.87,8.26,51.8,97.96,100.43,12,15,1.48,1.85,44.44,51.62,6
MATT.HUNWICK,20122013,73.45833333,1213.890417,1103.583333,1156.541667,54.55,57.17,48.83,4.18,96.01,804.625,835.375,39.77,41.29,49.06,5.73,94.48,599.625,628.6666667,29.64,31.07,48.82,7.69,92.66,26.97,28.35,2.28,2.39,48.75,5.73,94.2,0.28,143.5,153.75,7.09,7.6,48.28,100.36,99.93,46.125,46.125,2.28,2.28,50,51.95,-17.08333333
MATT.HUNWICK,20142015,55,784.9,769,684,58.78,52.29,52.92,5.59,96.2,592,545,45.25,41.66,52.07,7.26,95.23,451,381,34.48,29.12,54.21,9.53,93.18,37.07,34.59,2.83,2.64,51.73,6.26,93.65,1.58,132,122,10.09,9.33,51.97,102.71,99.91,43,26,3.29,1.99,62.32,45.73,-3
MATT.HUNWICK,20152016,60,1027.37,974,1087,56.88,63.48,47.26,2.98,95.68,731,839,42.69,49,46.56,3.97,94.4,496,593,28.97,34.63,45.55,5.85,92.07,41.8,46,2.44,2.69,47.61,5.72,94.52,-0.12,133,158,7.77,9.23,45.7,97.92,100.24,29,47,1.69,2.74,38.16,48.92,-8
MATTIAS.EKHOLM,20132014,62,902.54,761,757,50.59,50.32,50.13,4.6,94.45,575,556,38.23,36.96,50.84,6.09,92.45,447,400,29.72,26.59,52.77,7.83,89.5,34.14,29.59,2.27,1.97,53.57,5.94,94.68,-2.23,117,86,7.78,5.72,57.64,97.33,100.62,35,42,2.33,2.79,45.45,51.93,10
MATTIAS.EKHOLM,20142015,80,1262.28,1252,971,59.51,46.15,56.32,4.63,95.47,917,720,43.59,34.22,56.02,6.32,93.89,664,529,31.56,25.14,55.66,8.73,91.68,53.89,40.01,2.56,1.9,57.39,5.88,94.44,-0.55,175,133,8.32,6.32,56.82,100.42,100.32,58,44,2.76,2.09,56.86,50.04,-6
MATTIAS.EKHOLM,20152016,82,1338.06,1213,1057,54.39,47.4,53.44,4.78,95.55,898,781,40.27,35.02,53.48,6.46,93.98,647,567,29.01,25.42,53.29,8.96,91.71,55.15,43.96,2.47,1.97,55.64,6.14,94.37,-0.39,188,139,8.43,6.23,57.49,100.68,100.51,58,47,2.6,2.11,55.24,51.62,-7
MATTIAS.JANMARK,20152016,73,907.71,961,821,63.52,54.27,53.93,4.58,95.86,723,622,47.79,41.11,53.75,6.09,94.53,507,449,33.51,29.68,53.03,8.68,92.43,45.14,37.56,2.98,2.48,54.58,6.24,93.96,0.57,159,144,10.51,9.52,52.48,101.11,100.21,44,34,2.91,2.25,56.41,46.92,4
MATTIAS.TEDENBY,20112012,43,420.05,306,345,43.71,49.28,47,3.27,93.62,229,275,32.71,39.28,45.44,4.37,92,187,200,26.71,28.57,48.32,5.35,89,13.5,16.42,1.93,2.35,45.13,5.9,94.03,-2.03,36,52,5.14,7.43,40.91,94.35,99.93,10,22,1.43,3.14,31.25,47.45,-4
MATTIAS.TEDENBY,20132014,15,145,99,109,40.97,45.1,47.6,2.02,90.83,68,83,28.14,34.34,45.03,2.94,87.95,49,61,20.28,25.24,44.55,4.08,83.61,3.54,3.88,1.47,1.61,47.74,5.21,95.33,-7.37,10,11,4.14,4.55,47.62,87.69,100.54,2,10,0.83,4.14,16.67,42.37,-1
MATT.IRWIN,20122013,58.08333333,923.6958333,987.4166667,835.375,64.14,54.26,54.17,3.46,96.11,698.7083333,562.0416667,45.39,36.51,55.42,4.89,94.22,521.0416667,387.7916667,33.85,25.19,57.33,6.56,91.63,23.93,18.12,2.65,2.01,56.9,5.85,94.49,-0.27,119.5833333,99.08333333,7.77,6.44,54.69,98.19,100.34,34.16666667,32.45833333,2.22,2.11,51.28,51.52,-10.25
MATT.IRWIN,20132014,62,960.58,975,969,60.9,60.53,50.15,3.69,96.59,719,691,44.91,43.16,50.99,5.01,95.22,531,496,33.17,30.98,51.7,6.78,93.35,43.47,37.87,2.72,2.37,53.44,6.05,94.52,0.7,149,120,9.31,7.5,55.39,100.13,100.57,36,33,2.25,2.06,52.17,53.95,5
MATT.IRWIN,20142015,53,788.83,781,734,59.4,55.83,51.55,4.23,95.5,573,543,43.58,41.3,51.34,5.76,93.92,407,384,30.96,29.21,51.45,8.11,91.41,36.01,31.92,2.74,2.43,53.01,6.29,94.12,-0.2,122,99,9.28,7.53,55.2,99.51,100.41,33,33,2.51,2.51,50,48.96,-7
MATT.KASSIAN,20112012,24,132.27,95,131,43.09,59.42,42.04,3.16,96.18,76,95,34.47,43.09,44.44,3.95,94.74,56,70,25.4,31.75,44.44,5.36,92.86,4.71,4.62,2.14,2.1,50.48,6.2,95.13,-0.4,14,14,6.35,6.35,50,98.21,101.34,3,5,1.36,2.27,37.5,57.43,-1
MATT.KASSIAN,20122013,25.625,163.12875,153.75,112.75,56.55,41.47,57.69,3.33,95.45,109.3333333,95.66666667,40.21,35.19,53.33,4.69,94.64,75.16666667,73.45833333,27.65,27.02,50.57,6.82,93.02,3.2,3.19,2.01,2.01,50,4.99,94.3,0.35,8.541666667,17.08333333,3.14,6.28,33.33,99.84,99.29,5.125,5.125,1.89,1.89,50,59.6,-6.833333333
