Player,Season,GP,TOI,CF,CA,CF60,CA60,CF%,CSh%,CSv%,FF,FA,FF60,FA60,FF%,FSh%,FSv%,SF,SA,SF60,SA60,SF%,Sh%,Sv%,xGF,xGA,xGF60,xGA60,xGF%,xFSh%,xFSv%,Adj.FSv%,SCF,SCA,SCF60,SCA60,SCF%,PDO,xPDO,GF,GA,GF60,GA60,GF%,FO%,PENDIFF
ANDERS.LEE,20132014,22,274.72,271,225,59.19,49.14,54.64,4.8,95.56,207,164,45.21,35.82,55.8,6.28,93.9,149,119,32.54,25.99,55.6,8.72,91.6,14.64,10.79,3.2,2.36,57.58,7.07,93.42,0.48,58,41,12.67,8.95,58.59,100.32,100.5,13,10,2.84,2.18,56.52,48.73,-8
ANDERS.LEE,20142015,76,899.98,1014,861,67.6,57.4,54.08,4.83,95.7,757,605,50.47,40.33,55.58,6.47,93.88,567,433,37.8,28.87,56.7,8.64,91.45,52.75,40.33,3.52,2.69,56.67,6.97,93.33,0.55,189,141,12.6,9.4,57.27,100.1,100.3,49,37,3.27,2.47,56.98,49.42,3
ANDERS.LEE,20152016,80,926.59,927,869,60.03,56.27,51.61,3.13,96.66,687,621,44.49,40.21,52.52,4.22,95.33,494,442,31.99,28.62,52.78,5.87,93.44,40.01,40.13,2.59,2.6,49.93,5.82,93.54,1.79,145,148,9.39,9.58,49.49,99.31,99.36,29,29,1.88,1.88,50,49.01,-13
ANDREAS.ATHANASIOU,20152016,37,299.86,278,267,55.63,53.42,51.01,5.04,94.76,217,220,43.42,44.02,49.66,6.45,93.64,161,168,32.22,33.62,48.94,8.7,91.67,14.08,14.87,2.82,2.98,48.64,6.49,93.24,0.4,51,56,10.2,11.21,47.66,100.36,99.73,14,14,2.8,2.8,50,49.62,11
ANDREAS.ENGQVIST,20112012,12,65.17,59,64,54.32,58.92,47.97,1.69,96.88,41,40,37.75,36.83,50.62,2.44,95,27,30,24.86,27.62,47.37,3.7,93.33,1.77,1.96,1.63,1.81,47.46,4.32,95.1,-0.1,4,7,3.68,6.44,36.36,97.04,99.42,1,2,0.92,1.84,33.33,36.07,-3
ANDREAS.LILJA,20112012,46,564.79,503,575,53.44,61.08,46.66,4.57,97.74,390,420,41.43,44.62,48.15,5.9,96.9,297,297,31.55,31.55,50,7.74,95.62,26.3,24.92,2.79,2.65,51.34,6.74,94.07,2.84,82,84,8.71,8.92,49.4,103.37,100.81,23,13,2.44,1.38,63.89,42.49,-18
ANDREAS.LILJA,20122013,6.833333333,101.52625,88.83333333,114.4583333,52.5,67.64,43.7,1.92,97.01,63.20833333,87.125,37.35,51.49,42.05,2.7,96.08,44.41666667,63.20833333,26.25,37.35,41.27,3.85,94.59,2.03,3.04,2.05,3.06,40.05,5.48,94.05,2.03,8.541666667,15.375,5.05,9.09,35.71,98.44,99.53,1.708333333,3.416666667,1.01,2.02,33.33,46.55,0
ANDREAS.MARTINSEN,20152016,55,583.71,421,567,43.27,58.28,42.61,4.51,96.47,303,405,31.15,41.63,42.8,6.27,95.06,208,282,21.38,28.99,42.45,9.13,92.91,15.89,22.8,1.63,2.34,41.06,5.24,94.37,0.69,57,73,5.86,7.5,43.85,102.04,99.61,19,20,1.95,2.06,48.72,50.47,-11
ANDREAS.NODL,20112012,60,646.8,578,638,53.62,59.18,47.53,1.9,97.49,409,463,37.94,42.95,46.9,2.69,96.54,287,319,26.62,29.59,47.36,3.83,94.98,24.66,26.58,2.29,2.47,48.13,6.03,94.26,2.28,86,91,7.98,8.44,48.59,98.82,100.29,11,16,1.02,1.48,40.74,50.09,1
ANDREAS.NODL,20122013,13.66666667,112.6133333,88.83333333,90.54166667,47.33,48.24,49.52,1.92,96.23,59.79166667,59.79166667,31.86,31.86,50,2.86,94.29,42.70833333,32.45833333,22.75,17.29,56.82,4,89.47,2.23,1.61,2.03,1.47,58.06,6.37,95.4,-1.11,13.66666667,6.833333333,7.28,3.64,66.67,93.47,101.77,1.708333333,3.416666667,0.91,1.82,33.33,58.06,-1.708333333
ANDRE.BENOIT,20122013,56.375,755.2370833,872.9583333,679.9166667,69.35,54.02,56.22,2.94,96.48,628.6666667,486.875,49.94,38.68,56.36,4.08,95.09,447.5833333,348.5,35.56,27.69,56.22,5.73,93.14,20.82,16.52,2.83,2.24,55.75,5.66,94.2,0.89,114.4583333,93.95833333,9.09,7.46,54.92,98.86,99.86,25.625,23.91666667,2.04,1.9,51.72,46.7,-13.66666667
ANDRE.BENOIT,20132014,79,1184.48,1039,1190,52.63,60.28,46.61,4.72,95.88,755,901,38.24,45.64,45.59,6.49,94.56,565,631,28.62,31.96,47.24,8.67,92.23,41.85,51.04,2.12,2.59,45.05,5.54,94.33,0.23,144,167,7.29,8.46,46.3,100.91,99.88,49,49,2.48,2.48,50,51.35,-4
ANDRE.BENOIT,20142015,59,868.31,613,1037,42.36,71.66,37.15,4.24,96.14,451,762,31.16,52.65,37.18,5.76,94.75,334,540,23.08,37.31,38.22,7.78,92.59,25.34,42.99,1.75,2.97,37.08,5.62,94.36,0.39,86,127,5.94,8.78,40.38,100.38,99.98,26,40,1.8,2.76,39.39,43.58,-8
ANDRE.BURAKOVSKY,20142015,53,592.77,641,533,64.88,53.95,54.6,5.15,96.06,472,366,47.78,37.05,56.32,6.99,94.26,327,267,33.1,27.03,55.05,10.09,92.13,25.34,19.44,2.57,1.97,56.59,5.37,94.69,-0.43,82,59,8.3,5.97,58.16,102.23,100.06,33,21,3.34,2.13,61.11,48.94,-3
