,0
PP_iHA|20122013,0.0006168107789024957
PP_iHA|20132014,8.03081997733621e-06
PP_iHA|20142015,0.00026880488404193784
PP_iGVA|20112012,6.294424726012118e-05
PP_iGVA|20122013,2.0643233607110985e-07
PP_iGVA|20132014,0.00012852572997347738
PP_iGVA|20142015,0.00032387565971895725
PP_iTKA|20112012,6.184318246876942e-07
PP_iTKA|20122013,7.39589807987967e-07
PP_iTKA|20132014,1.4204294556360573e-05
PP_iTKA|20142015,9.865430872614909e-05
PP_iBLK|20112012,1.7880552758011185e-07
PP_iBLK|20122013,0.00034619600304793187
PP_iBLK|20132014,7.880126020043578e-05
PP_iBLK|20142015,1.6917985852943447e-07
PP_iFOW|20112012,5.322472419233723e-06
PP_iFOW|20122013,1.9775709083269368e-07
PP_iFOW|20132014,0.0002002995547804592
PP_iFOW|20142015,7.99782080909546e-07
PP_iFOL|20112012,2.961311210226577e-08
PP_iFOL|20122013,3.418268364420898e-07
PP_iFOL|20132014,1.0543626215613083e-05
PP_iFOL|20142015,2.648468389154517e-05
PP_iFO%|20112012,0.00032379002061665553
PP_iFO%|20122013,8.457539250706348e-06
PP_iFO%|20132014,2.518106334135557e-06
PP_iFO%|20142015,4.041541057776745e-05
PP_iPENT|20112012,2.9906426751971985e-05
PP_iPENT|20122013,0.00012594654357484658
PP_iPENT|20132014,6.13345438605845e-05
PP_iPENT|20142015,1.3174948409041148e-07
PP_iPEND|20112012,2.833782717867273e-05
PP_iPEND|20122013,7.289632698147613e-08
PP_iPEND|20132014,3.043289801921013e-05
PP_iPEND|20142015,0.00023541617694789884
PP_iPENDIFF|20112012,2.1614230928139167e-05
PP_iPENDIFF|20122013,6.630876143933753e-05
PP_iPENDIFF|20132014,1.0344641659527555e-05
PP_iPENDIFF|20142015,0.0
PP_iRB|20112012,0.0003084324474426809
PP_iRB|20122013,2.2069531671186936e-05
PP_iRB|20132014,9.857093485632383e-06
PP_iRB|20142015,0.0
PP_iRS|20112012,0.0
PP_iRS|20122013,4.046626747971242e-07
PP_iRS|20132014,1.510530006836299e-06
PP_iRS|20142015,0.0001526876178473558
PP_Avg.DIST|20112012,3.376855335565279e-05
PP_Avg.DIST|20122013,9.412488153055345e-05
PP_Avg.DIST|20132014,0.00023191175952602975
PP_Avg.DIST|20142015,2.807426678647822e-06
Age|20142015,0.0006044580189227958
Age|20132014,1.5294460402743937e-05
Age|20122013,7.491200974300977e-05
Age|20112012,1.985961481486392e-06
